x,y,total SAXS intensity,total_SAXS_norm_0_1,area under third order curve,collagen_third_norm_0_1,percentage_above_baseline,max_recorded_intensity,firstmoment,secondmoment,thirdmoment,skewness,q0,deltaq0,wMu,firstmoment_lu,secondmoment_lu,thirdmoment_lu,skewness_lu,D_period,peak_width,wp,peak_amplitude,fibril_radius
0,0,0.088574,0.316931,0.000462,0.48842200744824243,95.99016954142226,0.057729899397193404,0.291027,0.0847,0.024669,0.40978,0.29,0.002125,0.0810204081632652,0.29093,0.0846,0.02463,0.409713,64.99846869496125,0.002125,0.023495918367346904,1,113.4948898346798
1,0,0.109371,0.410398,0.000831,0.878525299111449,96.90759931670762,0.09166736222985819,0.289884,0.0841,0.024379,-0.326727,0.29,0.001,0.0395918367346938,0.290273,0.0843,0.024459,-0.32442,64.99846869496125,0.001,0.011481632653061201,1,232.25500651736036
2,0,0.12748,0.491781,0.000744,0.7865497262802865,93.77547016220977,0.09488399971528814,0.289688,0.0839,0.024327,0.195886,0.287,0.008125,0.140204081632653,0.289544,0.0839,0.024344,0.195663,65.67789519699916,0.008125,0.04023857142857141,1,66.27140507212935
3,0,0.154428,0.612887,0.00074,0.7823209643110377,91.11556181491507,0.10090594918705922,0.288663,0.0833,0.024067,-0.156022,0.292,0.001,0.0218367346938775,0.292087,0.0853,0.02492,-0.144198,64.55327370389986,0.001,0.006376326530612229,1,418.21363035036165
4,0,0.184124,0.746346,0.000926,0.9789583958811092,95.92569146570762,0.10871982672458083,0.290056,0.0842,0.024427,0.186473,0.288,0.005875,0.1165306122448979,0.289812,0.084,0.024378,0.186495,65.44984694978736,0.005875,0.033560816326530594,1,79.45774145423886
5,0,0.182783,0.740317,0.000839,0.8869828230499468,90.88183530806818,0.12367291428082973,0.288934,0.0835,0.024133,-0.863734,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
6,0,0.173933,0.700547,0.000941,0.9948162532657925,94.46311600721253,0.1092819231221003,0.287838,0.0829,0.023867,0.297773,0.284,0.007375,0.1461224489795918,0.286785,0.0823,0.023648,0.297373,66.37167578006606,0.007375,0.04149877551020407,1,64.25892412201328
7,0,0.174278,0.702096,0.001013,1.0,97.19189115433275,0.12426690100210258,0.289568,0.0839,0.024298,0.678366,0.288,0.004,0.1283673469387755,0.29028,0.0843,0.024483,0.678039,65.44984694978736,0.004,0.03696979591836734,1,72.13095448389566
8,0,0.175047,0.705554,0.00081,0.8563242987728925,96.19273593129869,0.0910118853188438,0.288778,0.0834,0.024099,-0.219638,0.29,0.001,0.0455102040816326,0.290344,0.0843,0.024477,-0.222346,64.99846869496125,0.001,0.013197959183673454,1,202.05144064738954
9,0,0.17121,0.688308,0.000441,0.46622100710968595,95.34062922862942,0.05359886068040848,0.290175,0.0842,0.024462,0.853637,0.283,0.01,0.2289795918367347,0.289758,0.0842,0.024496,0.853575,66.60620466974827,0.01,0.06480122448979592,1,41.15148575759675
10,0,0.17344,0.698331,0.000336,0.35521600541690357,79.10540881738622,0.05904679769668725,0.289196,0.0837,0.024201,-0.901908,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
11,0,0.168599,0.676573,0.000524,0.5539678179715997,87.53329206527148,0.07142840670317746,0.289084,0.0836,0.024188,-1.145558,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
12,0,0.149389,0.590241,0.000259,0.2738123375088632,81.81995641467262,0.04063569452044258,0.289626,0.0839,0.024314,-1.027872,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
13,0,0.163267,0.65261,0.000256,0.27064076603192655,85.09266782431651,0.028672889526865863,0.28902,0.0836,0.024185,0.5917,0.285,0.008125,0.1816326530612245,0.289338,0.0838,0.024313,0.59078,66.13879270715356,0.008125,0.05176530612244898,1,51.51455417570143
14,0,0.181654,0.735245,0.000474,0.5011082933559889,93.26495619223131,0.05681387959014861,0.288268,0.0831,0.023978,0.471009,0.284,0.0085,0.1757142857142857,0.288016,0.0831,0.023983,0.470751,66.37167578006606,0.0085,0.04990285714285714,1,53.437154089850765
15,0,0.184807,0.749415,0.000674,0.7125463918184316,96.81617635111243,0.08311817168195434,0.289807,0.084,0.024361,0.444332,0.286,0.00625,0.1461224489795918,0.288858,0.0835,0.024151,0.444035,65.90753818719845,0.00625,0.04179102040816326,1,63.80956101626494
16,0,0.204975,0.840053,0.000856,0.9049550614192544,94.11996032451361,0.09830309671918516,0.289782,0.084,0.024354,-0.342512,0.29,0.001,0.0277551020408163,0.290156,0.0842,0.024429,-0.353149,64.99846869496125,0.001,0.008048979591836727,1,331.3049357674107
17,0,0.234934,0.974691,0.00082,0.8668962036960147,98.80358690829269,0.08328028605806445,0.288535,0.0833,0.02404,-0.540063,0.286,0.001,0.0336734693877551,0.286224,0.0819,0.023449,-0.536849,65.90753818719845,0.001,0.009630612244897958,1,276.8948223493678
18,0,0.268532,1.0,0.000599,0.6332571048950156,97.66736691163233,0.04954719913330524,0.290015,0.0842,0.02443,0.058433,0.288,0.009625,0.1224489795918367,0.289813,0.0841,0.024429,0.057836,65.44984694978736,0.009625,0.03526530612244897,1,75.61728395061729
19,0,0.209246,0.859248,0.000321,0.33935814803222036,80.78494511000117,0.05240910512750621,0.289553,0.0839,0.024304,-0.755194,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
20,0,0.133806,0.520212,0.000242,0.2558400991395556,89.54677922675981,0.015305819325719172,0.29127,0.0849,0.024779,-0.025849,0.288,0.001375,0.0159183673469387,0.288032,0.083,0.023898,-0.025906,65.44984694978736,0.001375,0.004584489795918345,1,581.6714150047512
21,0,0.049716,0.142299,0.0,1e-09,10.240350666478893,0.005631515718089154,0.281541,0.0793,0.022387,2.155743,0.276,0.002125,0.1697959183673469,0.279855,0.0784,0.021946,2.156361,68.29549246934332,0.002125,0.046863673469387745,1,56.902638424377564
22,0,0.022554,0.020233,0.0,1e-09,14.309889334444332,0.00559939363315826,0.281838,0.0794,0.022389,-0.038573,0.278,0.001,0.0336734693877551,0.278164,0.0774,0.021524,-0.037659,67.80415799114661,0.001,0.00936122448979592,1,284.86301867596825
