x,y,total SAXS intensity,total_SAXS_norm_0_1,area under third order curve,collagen_third_norm_0_1,percentage_above_baseline,max_recorded_intensity,firstmoment,secondmoment,thirdmoment,skewness,q0,deltaq0,wMu,firstmoment_lu,secondmoment_lu,thirdmoment_lu,skewness_lu,D_period,peak_width,wp,peak_amplitude,fibril_radius
0,0,0.486994,0.024104,0.0,1e-09,29.562399428530686,0.016761555756330593,0.281812,0.0795,0.02241,1.595151,0.273,0.007375,0.2644897959183673,0.281827,0.0796,0.02256,1.594962,69.04599238658885,0.007375,0.07220571428571428,1,36.93151841299989
1,0,0.505266,0.03016,0.0,1e-09,22.140439095189667,0.022109020436559712,0.279162,0.0779,0.021759,-0.020183,0.28,0.001375,0.0218367346938775,0.280062,0.0784,0.021968,-0.021117,67.31984257692413,0.001375,0.006114285714285701,1,436.1370716510913
2,0,0.528579,0.037887,0.0,1e-09,12.034436313518961,0.015487005595046344,0.285484,0.0817,0.023403,1.018841,0.282,0.003625,0.140204081632653,0.284673,0.0811,0.023093,1.017545,66.84239688488923,0.003625,0.03953755102040814,1,67.44642998475577
3,0,0.52358,0.036231,0.000509,0.06856961233310022,90.88737333478466,0.04001248845736588,0.289266,0.0838,0.024285,-0.004224,0.292,0.001375,0.01,0.292009,0.0853,0.024901,-0.003829,64.55327370389986,0.001375,0.00292,1,913.2420091324202
4,0,0.557236,0.047386,0.000263,0.035429878278203056,80.38588388769017,0.023712717179814158,0.290548,0.0845,0.02462,-0.416615,0.288,0.001,0.01,0.288068,0.083,0.023906,-0.420267,65.44984694978736,0.001,0.0028799999999999997,1,925.9259259259259
5,0,0.563846,0.049577,0.000247,0.03327444842097397,76.36429720619847,0.03198622628326997,0.291645,0.0851,0.024869,-1.178757,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
6,0,0.520532,0.03522,6.1e-05,0.00821757633068588,59.05744672816729,0.01606986583485248,0.289819,0.0841,0.024453,0.106056,0.289,0.003625,0.0810204081632652,0.289898,0.0841,0.024376,0.106186,65.22337689113758,0.003625,0.02341489795918364,1,113.88760571646068
7,0,0.516478,0.033877,0.0,1e-09,44.03222404152467,0.017919649290042416,0.291107,0.0849,0.024824,0.10793,0.29,0.003625,0.0810204081632652,0.290901,0.0846,0.02463,0.107213,64.99846869496125,0.003625,0.023495918367346904,1,113.4948898346798
8,0,0.554915,0.046617,1.2e-05,0.0016165723929218126,51.67841055829301,0.0175792972837433,0.286906,0.0824,0.023698,-0.053331,0.29,0.001,0.0514285714285714,0.290425,0.0843,0.024497,-0.050591,64.99846869496125,0.001,0.014914285714285705,1,178.79948914431682
9,0,0.584737,0.056502,0.0,1e-09,27.488472056330906,0.02321127914284682,0.281293,0.0792,0.022351,0.751598,0.28,0.004,0.1342857142857142,0.282424,0.0798,0.022551,0.752148,67.31984257692413,0.004,0.03759999999999998,1,70.92198581560287
10,0,0.574122,0.052983,0.0,1e-09,9.127470055686016,0.013905247152612099,0.27736,0.0769,0.021339,0.075022,0.276,0.00775,0.1165306122448979,0.277636,0.0771,0.021456,0.075082,68.29549246934332,0.00775,0.03216244897959182,1,82.91242586529273
11,0,1.128708,0.236805,0.000238,0.03206201912628261,70.42053136916721,0.03925132510668261,0.28975,0.0841,0.024444,-0.150701,0.292,0.001,0.0218367346938775,0.292087,0.0853,0.02492,-0.144198,64.55327370389986,0.001,0.006376326530612229,1,418.21363035036165
12,0,2.048679,0.541738,0.0,1e-09,43.08173623774746,0.05212167503367349,0.286339,0.0821,0.023562,0.332484,0.283,0.00925,0.1697959183673469,0.286681,0.0823,0.023659,0.333282,66.60620466974827,0.00925,0.048052244897959166,1,55.495152668297564
13,0,2.212432,0.596015,0.000305,0.0410878816534294,59.65545904405916,0.09758610007911139,0.281698,0.0794,0.022373,-0.370595,0.29,0.001,0.0336734693877551,0.290211,0.0842,0.024443,-0.362406,64.99846869496125,0.001,0.00976530612244898,1,273.075583420411
14,0,2.658023,0.743711,0.000837,0.11275592440629642,72.80842763803312,0.11508620426112603,0.285722,0.0817,0.023399,-0.147881,0.292,0.001,0.0218367346938775,0.292087,0.0853,0.02492,-0.144198,64.55327370389986,0.001,0.006376326530612229,1,418.21363035036165
15,0,3.128444,0.899635,0.004426,0.5962457842559952,89.93119716869715,0.3864780348039445,0.289073,0.0836,0.02419,-0.708162,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
16,0,3.399815,0.989584,0.005934,0.7993950482998363,89.3782801208809,0.7140761423712467,0.288705,0.0834,0.024087,-1.030861,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
17,0,3.511416,1.0,0.008569,1.0,94.460598465361,1.0877725021196718,0.289243,0.0837,0.024217,-1.290289,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
