x,y,total SAXS intensity,total_SAXS_norm_0_1,area under third order curve,collagen_third_norm_0_1,percentage_above_baseline,max_recorded_intensity,firstmoment,secondmoment,thirdmoment,skewness,q0,deltaq0,wMu,firstmoment_lu,secondmoment_lu,thirdmoment_lu,skewness_lu,D_period,peak_width,wp,peak_amplitude,fibril_radius
0,0,0.761302,0.256197,0.0,1e-09,35.31877094566771,0.015390129962898902,0.291159,0.0849,0.0248,-0.633608,0.299,0.001,0.0159183673469387,0.299098,0.0895,0.026758,-0.633265,63.04199304862462,0.001,0.004759591836734671,1,560.2721321784893
1,0,0.767918,0.258971,0.0,1e-09,14.286949953368342,0.04063880369850026,0.274783,0.0755,0.020781,4.849949,0.301,0.001,0.1875510204081632,0.306105,0.0938,0.02873,2.599635,62.62310937388292,0.001,0.056452857142857124,1,47.237054094862145
2,0,0.753616,0.252974,0.000379,0.07088826410874324,88.4236421027414,0.0337126248652353,0.286602,0.0822,0.023591,-0.08882,0.295,0.001,0.0277551020408163,0.295121,0.0871,0.025705,-0.084105,63.8967997340297,0.001,0.008187755102040808,1,325.68959787304783
3,0,0.757034,0.254407,0.0,1e-09,47.01375893168056,0.027789002386779393,0.285605,0.0816,0.023332,-0.334608,0.29,0.001,0.0395918367346938,0.290273,0.0843,0.024459,-0.32442,64.99846869496125,0.001,0.011481632653061201,1,232.25500651736036
4,0,0.757243,0.254495,0.0,1e-09,24.287430818781065,0.018810587177821914,0.287495,0.0828,0.023858,-0.399139,0.288,0.001,0.0395918367346938,0.28828,0.0831,0.023959,-0.404771,65.44984694978736,0.001,0.011402448979591813,1,233.86788850706424
5,0,0.759664,0.25551,0.0,1e-09,13.138243494265891,0.01347522855458716,0.27675,0.0766,0.021202,1.333258,0.275,0.002875,0.140204081632653,0.277622,0.0771,0.021416,1.332628,68.54383971468638,0.002875,0.038556122448979574,1,69.16324820254954
6,0,0.751058,0.251902,0.0,1e-09,13.642713340488186,0.019186449126177285,0.274901,0.0756,0.020788,6.309466,0.301,0.001,0.1875510204081632,0.306105,0.0938,0.02873,2.599635,62.62310937388292,0.001,0.056452857142857124,1,47.237054094862145
7,0,0.749048,0.251059,0.000168,0.03142276614846666,63.83165307841553,0.03792496562620318,0.284887,0.0813,0.023215,1.088492,0.281,0.00625,0.193469387755102,0.285948,0.0819,0.023457,1.08749,67.08027018341195,0.00625,0.054364897959183665,1,49.05125856520064
8,0,0.757418,0.254569,0.0,1e-09,35.18170367760912,0.029519744445347662,0.281776,0.0794,0.022399,0.922728,0.281,0.00175,0.0928571428571428,0.28219,0.0796,0.022476,0.922776,67.08027018341195,0.00175,0.02609285714285713,1,102.19910575782467
9,0,0.748406,0.25079,0.0,1e-09,44.309609342436204,0.03598881379835517,0.281418,0.0792,0.022306,-0.361917,0.29,0.001,0.0336734693877551,0.290211,0.0842,0.024443,-0.362406,64.99846869496125,0.001,0.00976530612244898,1,273.075583420411
10,0,0.744884,0.249313,4.2e-05,0.007855691537116665,54.1392607973272,0.026659676729837378,0.293215,0.0861,0.02535,-0.180006,0.297,0.001,0.0336734693877551,0.29719,0.0883,0.026249,-0.188576,63.466518254339256,0.001,0.010001020408163265,1,266.63945855865046
11,0,0.753421,0.252892,0.0,1e-09,28.21870881382411,0.036053967260380126,0.282472,0.0799,0.022658,0.696347,0.277,0.008125,0.193469387755102,0.281783,0.0795,0.02247,0.697327,68.04893834490527,0.008125,0.053591020408163256,1,49.759579988524834
12,0,0.752276,0.252412,0.0,1e-09,47.090924364304215,0.023237616331141187,0.294287,0.0867,0.025614,-0.473974,0.288,0.001,0.0336734693877551,0.288221,0.0831,0.023944,-0.474252,65.44984694978736,0.001,0.00969795918367347,1,274.9719416386083
13,0,0.773213,0.261191,0.0,1e-09,34.86936977501965,0.01835229548923689,0.282404,0.0798,0.02256,0.518778,0.278,0.007,0.1638775510204081,0.281469,0.0793,0.022362,0.517492,67.80415799114661,0.007,0.045557959183673453,1,58.53349698821268
14,0,0.797069,0.271194,0.000166,0.031048685599080153,74.84686606353415,0.03060032065097673,0.291143,0.0849,0.024773,-0.658773,0.284,0.001,0.0159183673469387,0.284106,0.0807,0.022933,-0.653076,66.37167578006606,0.001,0.00452081632653059,1,589.8639701456631
15,0,0.811637,0.277302,0.000838,0.1567397501929468,95.09530030778657,0.051637380569601765,0.289758,0.084,0.024386,0.07241,0.289,0.002125,0.0573469387755102,0.289459,0.0838,0.024257,0.072444,65.22337689113758,0.002125,0.016573265306122447,1,160.90170629692113
16,0,0.802153,0.273325,0.000271,0.05068791444187181,83.0563997572551,0.023019554342544435,0.288486,0.0833,0.024072,-0.179432,0.292,0.001,0.0277551020408163,0.292136,0.0853,0.024933,-0.190204,64.55327370389986,0.001,0.008104489795918358,1,329.0357238785929
17,0,0.796549,0.270976,0.0,1e-09,17.191786906108543,0.018028119079120164,0.282568,0.08,0.022677,1.622105,0.273,0.00775,0.2763265306122449,0.282594,0.0801,0.022772,1.623039,69.04599238658885,0.00775,0.07543714285714286,1,35.349518362812304
18,0,0.800638,0.27269,4e-06,0.0007481610987730157,50.479652463280964,0.026450214547759976,0.289413,0.0839,0.024327,0.255191,0.286,0.0085,0.1520408163265306,0.288989,0.0836,0.024214,0.254977,65.90753818719845,0.0085,0.04348367346938775,1,61.32569890959153
19,0,0.921011,0.323161,0.000186,0.034789491092945234,68.28907023674887,0.036246417991711466,0.282142,0.0796,0.022488,1.673846,0.279,0.0025,0.1461224489795918,0.281895,0.0795,0.02242,1.673841,67.56113233526436,0.0025,0.04076816326530612,1,65.41051774427157
20,0,1.008333,0.359775,0.000363,0.06789561971365117,78.75578616040407,0.04263279497264194,0.28873,0.0834,0.024135,-0.286804,0.29,0.001,0.0159183673469387,0.290073,0.0841,0.024408,-0.280966,64.99846869496125,0.001,0.004616326530612222,1,577.6598880047184
21,0,0.913456,0.319994,6.4e-05,0.011970577580368251,56.8131781582144,0.01994926263903296,0.283637,0.0805,0.022858,0.988856,0.277,0.0085,0.2230612244897959,0.283351,0.0804,0.022881,0.989059,68.04893834490527,0.0085,0.06178795918367347,1,43.158354829937366
22,0,0.92557,0.325073,0.0,1e-09,14.303409409399062,0.026278397123687958,0.279727,0.0784,0.022003,1.6966,0.277,0.003625,0.1816326530612245,0.281384,0.0792,0.022322,1.696192,68.04893834490527,0.003625,0.05031224489795919,1,53.002339133844416
23,0,1.273241,0.470848,0.000391,0.07313274740506229,70.28031594722904,0.058777826334084016,0.284732,0.0811,0.023105,-0.381878,0.284,0.001,0.0395918367346938,0.284272,0.0808,0.022973,-0.393613,66.37167578006606,0.001,0.011244081632653037,1,237.16180242969895
24,0,1.451026,0.545392,0.0,1e-09,14.690144775586486,0.03854996315174186,0.273882,0.075,0.020545,0.628095,0.274,0.002125,0.0928571428571428,0.275155,0.0757,0.020838,0.629468,68.79399971364509,0.002125,0.02544285714285713,1,104.81003181733112
25,0,1.653265,0.63019,0.000998,0.18666619414386743,83.1953064755575,0.13612425236704717,0.289061,0.0836,0.024198,-1.08329,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
26,0,2.059987,0.800724,0.001764,0.32993904455889994,84.66451041842458,0.24292971595767976,0.289316,0.0837,0.024239,-1.248845,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
27,0,2.213581,0.865125,0.002378,0.44478177322055784,90.89472894222949,0.3002907876216123,0.289683,0.0839,0.024332,-1.611552,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
28,0,2.177196,0.849869,0.002702,0.5053828222211721,89.44096377469678,0.3596164937208828,0.28986,0.084,0.024372,-1.402777,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
29,0,2.185905,0.853521,0.004339,0.8115677518940289,97.21398734839443,0.5034512996220526,0.289639,0.0839,0.024318,-0.849022,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
30,0,2.315687,0.907937,0.003248,0.6075068122036887,94.17024136092209,0.37540113340649395,0.289582,0.0839,0.024308,-1.354174,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
