x,y,total SAXS intensity,total_SAXS_norm_0_1,area under third order curve,collagen_third_norm_0_1,percentage_above_baseline,max_recorded_intensity,firstmoment,secondmoment,thirdmoment,skewness,q0,deltaq0,wMu,firstmoment_lu,secondmoment_lu,thirdmoment_lu,skewness_lu,D_period,peak_width,wp,peak_amplitude,fibril_radius
0,0,0.016564,0.004412,9.4e-05,0.16656597028569894,97.44279218643676,0.008844526633656136,0.296317,0.0879,0.026086,-0.362917,0.29,0.001,0.0336734693877551,0.290211,0.0842,0.024443,-0.362406,64.99846869496125,0.001,0.00976530612244898,1,273.075583420411
1,0,0.017401,0.009329,0.0,1e-09,21.641079933097203,0.004081038204218818,0.304185,0.0925,0.028153,-0.107948,0.309,0.001,0.01,0.309029,0.0955,0.029513,-0.114674,61.00179909883093,0.001,0.00309,1,862.9989212513484
2,0,0.016861,0.006157,3.6e-05,0.06379122266260812,69.67161399917458,0.005100563501117674,0.298637,0.0892,0.026677,-1.800415,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
3,0,0.016501,0.004044,2.8e-05,0.04961539540425075,66.51887090104601,0.005387122414799314,0.290237,0.0844,0.024569,0.112475,0.288,0.00775,0.1224489795918367,0.289924,0.0841,0.024429,0.11185,65.44984694978736,0.00775,0.03526530612244897,1,75.61728395061729
4,0,0.01692,0.006503,0.0,1e-09,4.645472895337007,0.0020526647083501624,0.29863,0.0892,0.026641,-3.173213,0.282,0.001,0.01,0.28208,0.0796,0.022446,-0.662833,66.84239688488923,0.001,0.0028199999999999996,1,945.6264775413713
5,0,0.016965,0.006769,0.0,1e-09,23.244802800592506,0.003055468313976316,0.280795,0.0789,0.02218,2.919647,0.301,0.001,0.1875510204081632,0.306105,0.0938,0.02873,2.599635,62.62310937388292,0.001,0.056452857142857124,1,47.237054094862145
6,0,0.016885,0.006295,0.0,1e-09,7.3273548151770616,0.0015762081577943322,0.282357,0.0797,0.022514,-0.124711,0.276,0.001,0.01,0.276021,0.0762,0.02103,-0.122509,68.29549246934332,0.001,0.0027600000000000003,1,966.183574879227
7,0,0.016453,0.003764,0.0,1e-09,7.079525680014545,0.0011329913732567205,0.289867,0.0842,0.024536,0.38584,0.288,0.004375,0.1165306122448979,0.289864,0.084,0.024378,0.385317,65.44984694978736,0.004375,0.033560816326530594,1,79.45774145423886
8,0,0.017232,0.008335,0.0,1e-09,0.5894670687742352,0.0005198593448895068,0.283855,0.0806,0.022872,0.604129,0.281,0.007,0.1697959183673469,0.284774,0.0812,0.023161,0.603984,67.08027018341195,0.007,0.047712653061224485,1,55.89013596131034
9,0,0.017007,0.007014,0.0,1e-09,37.731486782957994,0.005728775517672067,0.29138,0.0851,0.024933,0.112788,0.289,0.00775,0.1224489795918367,0.290932,0.0847,0.024684,0.112979,65.22337689113758,0.00775,0.035387755102040806,1,75.35563244905808
