x,y,total SAXS intensity,total_SAXS_norm_0_1,area under third order curve,collagen_third_norm_0_1,peak_position,peak_position2,peak_width,peak_width2,peak_amplitude,peak_amplitude2,peak_height,peak_height2,rsq_gaussian_fit,SM,AP,area_fit,area_peaks,bg_c,FailReason
50,0,1.335255,0.238012,0.004209,0.3428782010600151,174.98092293661554,354.98092293661557,22.111127565908795,22.111127565908795,14.492578454186281,14.492578454186281,0.26148382890812155,0.26148382890812155,0.8642928450022694,0.188759153277565,0.1594739634312643,173.4845565579144,27.666269828405945,0.4050507964708568,
51,0,1.505149,0.281529,0.004806,0.3915116736266174,176.98046101122364,356.9804610112236,18.865786838193966,18.865786838193966,16.727749130330483,16.727749130330483,0.3537306151751249,0.3537306151751249,0.8851345715967162,0.22654822540787886,0.16739995574105698,190.42774593246048,31.87759624096313,0.44041708247638156,
52,0,1.558974,0.295315,0.004518,0.3680502999261459,176.98046101122364,356.9804610112236,20.04854243080564,20.04854243080564,17.7520201303209,17.7520201303209,0.35324420301200776,0.35324420301200776,0.8695308526918359,0.22024429396981823,0.17126639724657985,197.9115697641094,33.89560152691416,0.45559991176998677,
53,0,1.551741,0.293463,0.007103,0.5786324215085026,174.98092293661554,354.98092293661557,18.366872098663052,18.366872098663052,20.315330193775186,20.315330193775186,0.44126425616056314,0.44126425616056314,0.9034326632282877,0.27784515407629773,0.2022231551528294,192.50531790136554,38.92903276971259,0.4266007920323693,
54,0,1.565137,0.296894,0.006662,0.5427071930296558,174.98092293661554,354.98092293661557,17.359676346937242,17.359676346937242,22.365728471163017,22.365728471163017,0.5139862368862216,0.5139862368862216,0.8984320316424081,0.3251306012844989,0.2271257121766617,189.0408766419813,42.93604373781045,0.40584675806714127,
55,0,1.460928,0.270202,0.005486,0.4469065837527306,176.98046101122364,356.9804610112236,17.075521707470962,17.075521707470962,20.885559989712938,20.885559989712938,0.4879577369581329,0.4879577369581329,0.9186115621437447,0.3253569658773478,0.22422344493502702,178.58427264800378,40.042780824351524,0.38483747728792295,
56,0,1.446058,0.266393,0.004567,0.3720419919793511,176.98046101122364,356.9804610112236,18.56716595440435,18.56716595440435,20.045159737403406,20.045159737403406,0.43069910379907766,0.43069910379907766,0.9109294545667949,0.29198138315986466,0.2146622657994505,179.166102414978,38.46020149885558,0.39084972476700675,
57,0,1.397546,0.253968,0.004033,0.328540694909727,178.97999908583176,358.97999908583176,18.43284665065225,18.43284665065225,17.235174622585017,17.235174622585017,0.3730210529803146,0.3730210529803146,0.8999894165334898,0.257969134884724,0.18775796528734112,175.41376407590695,32.935331426285984,0.3957734240267249,
58,0,1.328012,0.236157,0.003253,0.2649994744709501,178.97999908583176,358.97999908583176,18.574635154266286,18.574635154266286,15.728840677189,15.728840677189,0.3378208786182998,0.3378208786182998,0.8956367736572419,0.24687592493050647,0.18056637700195619,166.2950995927646,30.02730364664498,0.3785216554058878,
0,1,0.411501,0.001404,,,,,,,,,,,,,,,,,nan_exist
1,1,0.414221,0.002101,,,,,,,,,,,,,,,,,nan_exist
2,1,0.414129,0.002077,,,,,,,,,,,,,,,,,nan_exist
3,1,0.415638,0.002463,,,,,,,,,,,,,,,,,nan_exist
4,1,0.408278,0.000578,,,,,,,,,,,,,,,,,nan_exist
5,1,0.414305,0.002122,,,,,,,,,,,,,,,,,nan_exist
6,1,0.409989,0.001016,,,,,,,,,,,,,,,,,nan_exist
7,1,0.414834,0.002257,,,,,,,,,,,,,,,,,nan_exist
8,1,0.413928,0.002025,,,,,,,,,,,,,,,,,nan_exist
9,1,0.420441,0.003694,,,,,,,,,,,,,,,,,nan_exist
10,1,0.450249,0.011329,,,,,,,,,,,,,,,,,nan_exist
11,1,0.534465,0.0329,,,,,,,,,,,,,,,,,nan_exist
12,1,0.489492,0.02138,,,,,,,,,,,,,,,,,nan_exist
13,1,0.435047,0.007435,,,,,,,,,,,,,,,,,nan_exist
14,1,0.446334,0.010326,,,,,,,,,,,,,,,,,nan_exist
15,1,0.645364,0.061305,,,,,,,,,,,,,,,,,nan_exist
16,1,0.733341,0.083839,,,,,,,,,,,,,,,,,nan_exist
17,1,0.679574,0.070067,0.000559,0.04553787464779,341.0257296996299,161.0257296996299,6.985546280693781,6.985546280693781,0.9618076420780284,0.9618076420780284,0.054928522211440456,0.054928522211440456,0.19321138139494298,0.04694908586974143,0.013344218697170743,102.03387987355373,1.3615624075535493,0.27964532629444494,
18,1,1.018375,0.156847,,,,,,,,,,,,,,,,,nan_exist
19,1,1.594771,0.304485,0.001217,0.0991405965051172,11.018800818751352,191.01880081875134,6.230928808741772,6.230928808741772,8.20670264869992,8.20670264869992,0.5254434402549292,0.5254434402549292,0.6991795428130347,0.20670049012574598,0.0715467543771786,211.0259275052198,15.098220202432259,0.5442436313966321,
20,1,2.643829,0.573188,,,,,,,,,,,,,,,,,nan_exist
21,1,3.572692,0.811106,,,,,,,,,,,,,,,,,nan_exist
22,1,4.033294,0.929084,,,,,,,,,,,,,,,,,nan_exist
