x,y,total SAXS intensity,total_SAXS_norm_0_1,area under third order curve,collagen_third_norm_0_1,peak_position,peak_position2,peak_width,peak_width2,peak_amplitude,peak_amplitude2,peak_height,peak_height2,rsq_gaussian_fit,SM,AP,area_fit,area_peaks,bg_c,FailReason,wm1_p1,wm2_p1,wm3_p1,wm_skew_p1,wm_area_p1,wm1_p2,wm2_p2,wm3_p2,wm_skew_p2,wm_area_p2,wm1_p3,wm2_p3,wm3_p3,wm_skew_p3,wm_area_p3,AP_WM,wm_area_sum,area_total_bs
0,0,0.018897,0.00401,0.0,1e-09,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
1,0,0.019003,0.004349,1.7e-05,0.0297148658597999,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
2,0,0.018621,0.003124,2.1e-05,0.0367065990032822,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
3,0,0.019072,0.004572,0.0,1e-09,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
4,0,0.019987,0.007506,9.4e-05,0.1643057288718348,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
5,0,0.020944,0.010576,0.000115,0.2010123278751171,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
6,0,0.020919,0.010498,5.5e-05,0.0961363307228821,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
7,0,0.022118,0.014345,5.8e-05,0.1013801305804938,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
8,0,0.027986,0.03317,0.0,1e-09,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
9,0,0.044287,0.085473,0.0,1e-09,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
10,0,0.06742,0.159695,0.000214,0.3740577231763049,158.94667299188387,338.9466729918839,13.921694493450172,13.921694493450172,0.3186142918665982,0.3186142918665982,0.009130261565899895,0.009130261565899895,0.6335529395989055,0.0992005714892995,0.05550810367877111,10.39241571313331,0.5768632888774938,0.0272654234007106,,161.42896689547467,6.66787143753166,-130.12549848939756,-0.4389355468533642,0.2758066869309219,342.06537317774354,6.610382943387493,-168.69875297910946,-0.5840257756064288,0.21602031087857548,,,,,,0.5168534730963575,0.4918269978094974,0.9515791678114652
11,0,0.081695,0.205497,0.0,1e-09,152.94805967882684,332.94805967882684,20.86447748860975,20.86447748860975,0.5714596697450345,0.5714596697450345,0.0109266778394039,0.0109266778394039,0.5969355801677134,0.11307667022947343,0.08913636104255393,12.033218122554011,1.0725972750757773,0.03044616902077287,,156.44375894860136,11.478851953343366,-581.6991777194947,-0.3845945147515674,0.502674342977105,338.69071884346994,10.526490015638105,-805.9883347658433,-0.6909999367254112,0.48416120284661185,,,,,,0.6231464271198727,0.9868355458237168,1.5836334814351465
12,0,0.096531,0.253101,0.000187,0.3268635244577991,158.94667299188387,338.9466729918839,19.91567622328121,19.91567622328121,0.8829827792599981,0.8829827792599981,0.01768753215125035,0.01768753215125035,0.8654890015642952,0.15488668998165347,0.11887417525538714,14.104738640289984,1.6766891730572624,0.034522359631202,,160.65667316798246,10.302144843805255,-304.7340359967822,-0.2787006675129738,0.7003126339221563,339.8740263484442,9.905791643641857,-301.3169919273361,-0.3099959761145852,0.6162066727809414,,,,,,0.6568041926222405,1.3165193067030976,2.004431947133277
13,0,0.108317,0.290916,0.0,1e-09,340.9878113711925,160.9878113711925,18.035366838144004,18.035366838144004,0.9429693977512605,0.9429693977512605,0.020858481297537434,0.020858481297537434,0.8382946686853285,0.16543996411341624,0.11710252793854647,15.261364678652342,1.7871443836622323,0.03742838970830586,,340.6821766320295,8.703735282624503,-203.25815525226452,-0.3082697840440279,0.6638827395461352,162.65545465867598,9.082049156087253,-93.23669463509552,-0.12446158412468931,0.7739531410914416,,,,,,0.6398238676798125,1.4378358806375768,2.2472370182931565
14,0,0.129314,0.358284,0.000196,0.3425949240306344,340.9878113711925,160.9878113711925,19.983997407027502,19.983997407027502,1.2371887244511528,1.2371887244511528,0.024698106238040078,0.024698106238040078,0.8649055387766079,0.1729918281788406,0.13368137912617103,17.639482038981484,2.358070286042368,0.042448365980386434,,340.3068936344937,9.052749922613533,-148.99660915429268,-0.2008328793286032,0.9036210381718968,162.15275840661417,9.941744767530352,-169.07287312310885,-0.17206245085565852,0.9031618763322246,,,,,,0.6330847563418885,1.8067829145041214,2.853935269179651
15,0,0.153538,0.436008,0.00032,0.5593386514785869,338.98827360017344,158.98827360017344,18.87703970627379,18.87703970627379,1.3232469437232137,1.3232469437232137,0.027965145037424363,0.027965145037424363,0.8678341854638041,0.1675609715289048,0.12336008544701067,20.40377147250362,2.5170109922893253,0.04968544577837304,,338.374801725846,9.64343286852079,-127.67179493731837,-0.14236393367384725,0.9521620401488081,159.8851222000828,9.905579077967882,-138.12789016570522,-0.14211560560991296,1.0353899045001471,,,,,,0.646329389461664,1.9875519446489553,3.0751378121678994
