x,y,total SAXS intensity,total_SAXS_norm_0_1,area under third order curve,collagen_third_norm_0_1,percentage_above_baseline,max_recorded_intensity,firstmoment,D_period,secondmoment,thirdmoment,skewness,q0,deltaq0,wMu,firstmoment_lu,secondmoment_lu,thirdmoment_lu,skewness_lu,D_period_lu,peak_width,wp,peak_amplitude,fibril_radius
12,0,1.775995,0.4805,0.001719,0.2575136095815453,94.11949625988291,0.16228867971917071,0.288441,65.34978009901074,0.0832,0.024029,-0.589579,0.288,0.00625,0.0632653061224489,0.28844,0.0832,0.024032,0.004114,65.44984694978736,0.00625,0.018220408163265284,1,146.35603345280782
13,0,2.018173,0.564185,0.00187,0.28013406045229183,89.04154400763818,0.1316354260646213,0.290346,64.92101121261791,0.0844,0.02452,-0.576263,0.287,0.006625,0.1579591836734694,0.290348,0.0844,0.024535,0.538007,65.67789519699916,0.006625,0.045334285714285716,1,58.82229364929308
14,0,1.946006,0.539248,0.001257,0.18830401817568496,76.42683509299692,0.1028739800504872,0.286047,65.89670900774614,0.0819,0.023437,0.144484,0.285,0.007,0.0928571428571428,0.286049,0.0819,0.02345,0.030477,66.13879270715356,0.007,0.026464285714285697,1,100.76473234367978
15,0,2.051792,0.575803,9.5e-05,0.014231409488218036,52.729656606889385,0.07583711325186204,0.282862,66.63869986614942,0.08,0.022656,0.372641,0.282,0.004,0.0810204081632652,0.282864,0.08,0.022647,0.074851,66.84239688488923,0.004,0.022847755102040783,1,116.71460302147922
16,0,1.999981,0.557899,0.0,1e-09,12.45121691448282,0.03833806297768927,0.275448,68.43235718371075,0.0759,0.020902,0.242281,0.275,0.001375,0.0573469387755102,0.275445,0.0759,0.0209,0.190688,68.54383971468638,0.001375,0.015770408163265307,1,169.0930658902189
17,0,1.648864,0.436569,0.000106,0.01587925690264328,56.47498756140013,0.06495535976890521,0.291722,64.61479052501615,0.0852,0.024922,-0.868546,0.285,0.004375,0.2230612244897959,0.29172,0.0852,0.02492,1.931143,66.13879270715356,0.004375,0.06357244897959183,1,41.94689223821983
18,0,1.496099,0.38378,0.000744,0.11145440693930755,83.25825412215855,0.08549846387437654,0.292054,64.5413379770137,0.0854,0.024959,-0.565312,0.292,0.0085,0.0455102040816326,0.292054,0.0854,0.024974,5e-05,64.55327370389986,0.0085,0.01328897959183672,1,200.6675266703526
19,0,1.536663,0.397797,0.0,1e-09,34.307839178522094,0.042881200038988876,0.283738,66.4329625271862,0.0805,0.022879,-0.345101,0.283,0.004,0.0751020408163265,0.283738,0.0805,0.022858,0.049323,66.60620466974827,0.004,0.021253877551020397,1,125.46730168484669
20,0,1.466129,0.373424,0.0,1e-09,48.014674134239186,0.055295122357771564,0.282621,66.69552482490246,0.0799,0.02261,0.422428,0.28,0.00475,0.140204081632653,0.282621,0.0799,0.022605,0.636828,67.31984257692413,0.00475,0.039257142857142845,1,67.92819019893258
21,0,1.495747,0.383659,0.0,1e-09,28.032478142818416,0.06961334360074733,0.28154,66.9516087289151,0.0793,0.022349,0.84519,0.278,0.0055,0.1638775510204081,0.281534,0.0793,0.022362,0.816302,67.80415799114661,0.0055,0.045557959183673453,1,58.53349698821268
