x,y,total SAXS intensity,total_SAXS_norm_0_1,area under third order curve,collagen_third_norm_0_1,peak_position,peak_position2,peak_width,peak_width2,peak_amplitude,peak_amplitude2,peak_height,peak_height2,rsq_gaussian_fit,SM,AP,area_fit,area_peaks,bg_c,FailReason,wm1_p1,wm2_p1,wm3_p1,wm_skew_p1,wm_area_p1,wm1_p2,wm2_p2,wm3_p2,wm_skew_p2,wm_area_p2,wm1_p3,wm2_p3,wm3_p3,wm_skew_p3,wm_area_p3,AP_WM,wm_area_sum,area_total_bs
0,0,0.334828,0.10897,0.000223,0.0575365969992541,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
1,0,0.398692,0.145398,0.0,1e-09,,,,,,,,,,,,,,,under_thresh,,,,,,,,,,,,,,,,,,
2,0,0.498313,0.202223,0.001022,0.26368790194277,176.98046101122364,356.9804610112236,24.15988928699348,24.15988928699348,4.749263248372704,4.749263248372704,0.07842262387984235,0.07842262387984235,0.8226016507126318,0.1342489153239057,0.12183848281169714,73.73240683898668,8.983444583316938,0.17985822848797148,,176.66442732921521,12.73358949147048,95.7177547350139,0.046359630747031165,4.329428487735643,355.31121925132015,13.621135196449103,655.423137934769,0.2593473759989304,3.618322862505419,,,,,,0.7307643159528185,7.947751350241062,10.875943415324354
3,0,0.552084,0.232894,0.001867,0.481707742590168,176.98046101122364,356.9804610112236,21.7209383344439,21.7209383344439,5.454603214953697,5.454603214953697,0.10018314180322109,0.10018314180322109,0.8541697224248617,0.15644238455245615,0.12897279802861902,80.0461550035718,10.323776582243198,0.19367327339257945,,176.9580614290273,11.176428631991566,13.838964775133464,0.009912756911300658,4.87323035676297,355.70601510538955,12.071536779641361,418.8819708265024,0.2381244458879466,3.8171907174990265,,,,,,0.704890007816767,8.690421074261996,12.328761903120965
4,0,0.624119,0.273983,0.001172,0.302389648803255,178.97999908583176,358.97999908583176,23.453122479167707,23.453122479167707,7.368275150143441,7.368275150143441,0.1253358265465277,0.1253358265465277,0.8687179978586015,0.1763752806478537,0.15718802698824388,89.49444327508019,14.067454964821167,0.20951941197294172,,178.57196580512857,12.429461661064177,47.31021288001439,0.024637574183919514,6.23895377388393,358.26463172610653,13.253642736112408,202.1367442594108,0.08682393953637388,5.289595104523252,,,,,,0.7026289944067922,11.528548878407182,16.407732914780123
5,0,0.678943,0.305255,0.001521,0.3924357131653163,178.97999908583176,358.97999908583176,21.959495732910085,21.959495732910085,9.73962649330763,9.73962649330763,0.1769416224651822,0.1769416224651822,0.9021509728027179,0.22734790361229334,0.19200243023211733,97.33913483643323,18.689350445286934,0.2184716233087397,,179.47188635234065,11.378476381204704,-137.61816155910267,-0.09341646192878197,7.210722386310132,358.31152685016946,12.780867235695892,-89.33636795930744,-0.04279049607236292,6.141263343908473,,,,,,0.6532632408043523,13.351985730218605,20.438905629801738
6,0,0.708707,0.322233,0.001899,0.4899641152537382,176.98046101122364,356.9804610112236,23.100315360270766,23.100315360270766,10.770401025958385,10.770401025958385,0.18600474838207598,0.18600474838207598,0.9132951783570336,0.2289163266879282,0.20282453919330157,102.15765697483087,20.72007970098744,0.22621549242734285,,176.74057929760778,12.365590101392932,53.33736547117216,0.0282089565364829,8.160187765735483,356.3003950347104,13.186956991814865,318.634424256997,0.13895011945688085,6.832441214378885,,,,,,0.6714083582301259,14.992628980114368,22.330119660166087
7,0,0.757067,0.349817,0.001995,0.5147332332444484,174.98092293661554,354.98092293661557,23.281379918332995,23.281379918332995,10.720085243194266,10.720085243194266,0.18369595221673138,0.18369595221673138,0.91670050746228,0.21165233543157774,0.18852264109811,109.21457406711158,20.58941994953703,0.24618098365992933,,175.10432362245896,12.326831920502515,35.608740008278765,0.019010878393252315,8.058812170222174,354.24228414720795,12.999108045347267,386.35481133226136,0.17589182879159743,6.766109122604431,,,,,,0.6685990881406864,14.824921292826605,22.17311024765734
8,0,0.71203,0.324128,0.001595,0.4115285749498222,174.98092293661554,354.98092293661557,26.011361501940677,26.011361501940677,7.716126442828409,7.716126442828409,0.11834401973684049,0.11834401973684049,0.8777115240630486,0.1465813089235697,0.14427522839728715,101.99533063193783,14.71539962237965,0.2424442528043283,,174.29548350792064,13.674048987126042,-12.858126946554385,-0.005029054185079379,6.373772080874298,353.1537158361649,14.329714605838408,576.944701549913,0.1960747032527837,5.3669192006060245,,,,,,0.6922268104554761,11.740691281480323,16.96075780964783
9,0,0.59954,0.259963,0.001119,0.2887150315792169,178.97999908583176,358.97999908583176,33.600975029265385,33.600975029265385,6.318345208113694,6.318345208113694,0.07501731850022005,0.07501731850022005,0.7702793799803452,0.10499118330022641,0.14097115531331453,85.67734306454378,12.078034035983933,0.2044425250793329,,177.0199158255383,16.91519851103106,512.6272005559147,0.10591814104937396,5.182376989063803,356.52699220089426,17.9439258834728,1026.094889914783,0.1775967952107142,4.427270502640704,,,,,,0.6852885102240994,9.609647491704507,14.02277631732365
