sample no,fname,ix,iy,totalint,totalcoll,region,center,rho_new,Dnew2,wa2,wdist2,Diameter2,Group,Sample,State,zone
599115,69_0.txt,0,69,1.358022,0.041583,cp,97.10803,7.094212,67.407738,0.00378,6.283185,29.739323,untreated,lowinjury,loaded,CP
599115,69_1.txt,1,69,1.324054,0.045732,cp,96.810558,7.00101,67.077823,0.004542,0.118949,29.28761,untreated,lowinjury,loaded,CP
599115,69_2.txt,2,69,1.195361,0.033633,cp,97.660491,7.317219,67.424957,0.003604,0.270527,28.354139,untreated,lowinjury,loaded,CP
599115,69_3.txt,3,69,1.120867,0.034635,cp,97.612914,6.872528,67.156054,0.004191,0.22,31.972505,untreated,lowinjury,loaded,CP
599115,69_4.txt,4,69,0.906905,0.036333,cp,96.938776,6.645623,67.428297,0.003437,0.22,30.75114,untreated,lowinjury,loaded,CP
599115,69_5.txt,5,69,0.832318,0.028164,cp,96.556272,6.95024,67.395952,0.003822,0.188874,28.225965,untreated,lowinjury,loaded,CP
599115,69_6.txt,6,69,0.721406,0.030577,cp,96.643934,6.738615,67.338859,0.00419,0.22,28.385873,untreated,lowinjury,loaded,CP
599115,69_7.txt,7,69,0.602282,0.029166,cp,96.552425,6.555375,67.275163,0.003253,0.230639,33.303263,untreated,lowinjury,loaded,CP
599115,69_8.txt,8,69,0.560524,0.02784,cp,95.001056,6.64664,67.262826,0.003684,0.22,35.853955,untreated,lowinjury,loaded,CP
599115,70_0.txt,0,70,2.518193,0.025439,tb,3.924236,0.988038,67.035616,0.003722,1.86045,36.296866,untreated,lowinjury,loaded,TB
599115,70_1.txt,1,70,2.453503,0.048359,cp,187.776446,2.594498,66.727018,0.004112,0.550933,58.514482,untreated,lowinjury,loaded,CP
599115,70_2.txt,2,70,2.280131,0.0365,tb,4.116235,0.966162,67.443057,0.005129,6.201015,27.792061,untreated,lowinjury,loaded,TB
599115,70_3.txt,3,70,2.219785,0.030847,tb,1.834827,1.150128,66.969935,0.004618,1.827294,45.618595,untreated,lowinjury,loaded,TB
599115,70_4.txt,4,70,1.80666,0.037641,tb,3.036276,0.77349,67.733678,0.0031,6.283185,26.824227,untreated,lowinjury,loaded,TB
599115,70_5.txt,5,70,1.706319,0.039061,tb,1.422144,0.496325,67.552515,0.002706,6.283185,26.827989,untreated,lowinjury,loaded,TB
599115,70_6.txt,6,70,1.599994,0.040264,tb,2.729565,0.803476,67.495923,0.00419,6.283175,31.157022,untreated,lowinjury,loaded,TB
599115,70_7.txt,7,70,1.533667,0.038133,tb,189.99842,0.49553,67.250134,0.003988,0.876846,37.391928,untreated,lowinjury,loaded,TB
599115,70_8.txt,8,70,1.528474,0.036324,tb,5.466108,0.635176,67.460737,0.002498,6.283185,27.33031,untreated,lowinjury,loaded,TB
599115,70_9.txt,9,70,1.441108,0.03232,tb,24.956216,0.630496,67.588627,0.002569,2.392636,29.163238,untreated,lowinjury,loaded,TB
599115,70_10.txt,10,70,1.388807,0.042439,tb,-4.233984,0.61,67.549418,0.003459,6.283185,33.717947,untreated,lowinjury,loaded,TB
599115,70_11.txt,11,70,1.238716,0.033696,tb,94.786396,6.62981,67.505372,0.004354,6.283182,33.365475,untreated,lowinjury,loaded,TB
599115,70_12.txt,12,70,1.172872,0.045924,tb,4.119609,0.244316,67.218691,0.004377,6.283185,33.794069,untreated,lowinjury,loaded,TB
599115,71_0.txt,0,71,3.34191,0.055514,tb,17.435226,2.959392,67.019235,0.002914,1.07895,27.088938,untreated,lowinjury,loaded,TB
599115,71_1.txt,1,71,3.30314,0.055546,tb,9.189238,2.495797,66.479045,0.004444,2.542813,32.871415,untreated,lowinjury,loaded,TB
599115,71_2.txt,2,71,3.128647,0.036555,tb,8.087028,2.934448,67.409002,0.002756,4.598998,22.536716,untreated,lowinjury,loaded,TB
599115,71_3.txt,3,71,3.049968,0.040186,tb,9.030209,1.30661,67.092192,0.004925,3.7034,41.012074,untreated,lowinjury,loaded,TB
599115,71_4.txt,4,71,2.891038,0.068552,tb,8.097447,2.764421,67.001707,0.003644,6.283185,32.666511,untreated,lowinjury,loaded,TB
599115,71_6.txt,6,71,2.689309,0.069531,tb,10.101018,0.915732,66.833909,0.003296,6.283185,35.637504,untreated,lowinjury,loaded,TB
599115,71_7.txt,7,71,2.579092,0.045785,tb,189.020216,1.786401,67.362696,0.003768,0.683248,26.832163,untreated,lowinjury,loaded,TB
599115,71_8.txt,8,71,2.566405,0.033666,tb,8.876189,2.949527,66.917876,0.004708,5.727075,31.671115,untreated,lowinjury,loaded,TB
599115,71_9.txt,9,71,2.511525,0.039367,tb,12.016772,1.287392,67.102023,0.003245,6.283183,33.448704,untreated,lowinjury,loaded,TB
599115,71_10.txt,10,71,2.50373,0.041346,tb,10.386665,0.69072,67.293004,0.003978,6.283185,30.508476,untreated,lowinjury,loaded,TB
599115,71_11.txt,11,71,2.318478,0.051369,tb,5.553464,1.344236,67.474954,0.004431,6.283179,27.288482,untreated,lowinjury,loaded,TB
599115,71_12.txt,12,71,2.146535,0.053795,tb,184.754659,1.116069,66.921554,0.004877,0.65329,54.371375,untreated,lowinjury,loaded,TB
599115,72_2.txt,2,72,3.852009,0.090795,tb,6.83549,1.833126,66.987681,0.004478,0.57374,29.065014,untreated,lowinjury,loaded,TB
599115,72_3.txt,3,72,3.812631,0.085364,tb,12.46675,2.510008,66.411436,0.00515,0.674741,36.801801,untreated,lowinjury,loaded,TB
599115,72_4.txt,4,72,3.659978,0.070803,tb,10.078827,1.787388,66.941154,0.005073,1.33358,27.32415,untreated,lowinjury,loaded,TB
599115,72_5.txt,5,72,3.652984,0.075421,tb,9.063799,2.681423,66.754384,0.003586,1.685259,25.674727,untreated,lowinjury,loaded,TB
599115,72_6.txt,6,72,3.594441,0.098946,tb,18.218806,3.095418,67.497195,0.001588,0.292239,22.513518,untreated,lowinjury,loaded,TB
599115,72_7.txt,7,72,3.464016,0.0633,tb,4.730448,2.080349,66.224875,0.00652,1.382143,87.432119,untreated,lowinjury,loaded,TB
599115,72_8.txt,8,72,3.382755,0.130119,tb,179.60499,1.642747,67.519999,0.003564,0.589789,23.756435,untreated,lowinjury,loaded,TB
599115,72_9.txt,9,72,3.303257,0.065444,tb,4.933377,2.057115,67.083105,0.001977,1.230531,24.913466,untreated,lowinjury,loaded,TB
599115,72_10.txt,10,72,3.318854,0.038699,tb,8.390343,1.835966,67.194858,0.003592,4.363152,32.660502,untreated,lowinjury,loaded,TB
599115,72_11.txt,11,72,3.239047,0.079545,tb,8.306039,1.386173,66.013599,0.006482,4.868419,110.580879,untreated,lowinjury,loaded,TB
599115,73_0.txt,0,73,3.987825,0.107549,tb,10.390065,2.181835,66.481729,0.004185,1.382087,44.637265,untreated,lowinjury,loaded,TB
599115,73_1.txt,1,73,4.099525,0.070797,tb,21.635901,0.898962,65.83121,0.009062,3.301688,52.180641,untreated,lowinjury,loaded,TB
599115,73_2.txt,2,73,4.080435,0.062325,tb,6.281126,1.601703,66.755119,0.001163,0.500246,27.607613,untreated,lowinjury,loaded,TB
599115,73_3.txt,3,73,4.220344,0.048753,tb,7.804958,2.654802,66.908307,0.002492,2.140008,26.014896,untreated,lowinjury,loaded,TB
599115,73_5.txt,5,73,4.137304,0.086711,tb,11.819748,1.550593,66.944662,0.003052,3.965873,26.977232,untreated,lowinjury,loaded,TB
599115,73_6.txt,6,73,4.218622,0.096617,tb,12.78046,1.182613,66.308134,0.006376,5.272655,40.519064,untreated,lowinjury,loaded,TB
599115,73_8.txt,8,73,4.174479,0.081238,tb,8.321321,2.418896,67.235303,0.003855,4.413563,28.824241,untreated,lowinjury,loaded,TB
599115,73_9.txt,9,73,4.083433,0.145864,tb,0.905655,1.035833,67.190034,0.004909,6.283185,25.411491,untreated,lowinjury,loaded,TB
599115,73_10.txt,10,73,4.018725,0.041305,tb,8.678606,2.073777,67.076096,0.004435,4.817871,27.62633,untreated,lowinjury,loaded,TB
599115,73_12.txt,12,73,4.12782,0.102549,tb,185.376055,1.968716,66.874663,0.003342,0.649777,32.367976,untreated,lowinjury,loaded,TB
599115,74_0.txt,0,74,4.765748,0.065571,tb,29.083201,0.531072,67.828763,0.000814,1.834781,19.986319,untreated,lowinjury,loaded,TB
599115,74_1.txt,1,74,4.515068,0.054061,tb,5.942494,0.966393,66.744082,0.00764,6.283185,30.714017,untreated,lowinjury,loaded,TB
599115,74_3.txt,3,74,4.395271,0.081066,tb,18.814673,3.288404,66.182014,0.004181,2.443128,34.407235,untreated,lowinjury,loaded,TB
599115,74_4.txt,4,74,4.378107,0.157146,tb,7.155364,1.403187,66.48802,0.003125,3.958934,37.401713,untreated,lowinjury,loaded,TB
599115,74_5.txt,5,74,4.399143,0.132575,tb,13.031509,2.558813,66.952594,0.00555,2.746323,32.728707,untreated,lowinjury,loaded,TB
599115,74_6.txt,6,74,4.426579,0.157403,tb,3.103301,2.299928,67.178136,0.005452,0.977897,25.179897,untreated,lowinjury,loaded,TB
599115,74_7.txt,7,74,4.443916,0.117481,tb,187.661941,2.73418,65.851608,0.005957,0.604031,57.957837,untreated,lowinjury,loaded,TB
599115,74_8.txt,8,74,4.494698,0.078182,tb,182.123881,2.674529,67.347944,0.002958,0.624212,23.945915,untreated,lowinjury,loaded,TB
599115,74_9.txt,9,74,4.409618,0.064737,tb,-4.826706,1.264658,66.690102,0.003729,1.515796,29.129705,untreated,lowinjury,loaded,TB
599115,74_10.txt,10,74,4.324385,0.092802,tb,21.622401,0.634231,67.371158,0.000235,6.062402,22.489527,untreated,lowinjury,loaded,TB
599115,74_11.txt,11,74,4.339799,0.075923,tb,91.441063,8.868331,66.74581,0.005184,6.283185,30.082998,untreated,lowinjury,loaded,TB
599115,74_12.txt,12,74,4.402467,0.082138,tb,189.907574,2.223747,66.17832,0.008074,0.579629,51.637354,untreated,lowinjury,loaded,TB
599115,75_0.txt,0,75,7.624844,0.14309,tb,9.216768,2.4964,67.201498,0.0016,2.038953,24.71783,untreated,lowinjury,loaded,TB
599115,75_1.txt,1,75,7.028335,0.15835,tb,4.760506,1.078879,66.392449,0.003951,4.666618,42.91245,untreated,lowinjury,loaded,TB
599115,75_2.txt,2,75,6.474267,0.176076,tb,-3.08807,0.699176,66.795069,0.003867,1.255233,32.132834,untreated,lowinjury,loaded,TB
599115,75_4.txt,4,75,5.601441,0.153173,tb,186.113105,3.002483,67.329955,0.002263,0.527661,21.618073,untreated,lowinjury,loaded,TB
599115,75_6.txt,6,75,5.1324,0.209058,tb,185.468042,2.600844,66.576698,0.004945,0.624218,39.946789,untreated,lowinjury,loaded,TB
599115,75_7.txt,7,75,4.9026,0.075767,tb,21.498663,0.928407,66.822337,0.00531,1.755999,31.299021,untreated,lowinjury,loaded,TB
599115,75_8.txt,8,75,4.834844,0.06031,tb,27.600046,1.094354,66.901513,0.00477,1.278054,28.045454,untreated,lowinjury,loaded,TB
599115,75_10.txt,10,75,4.861986,0.064948,tb,11.413595,1.635718,67.300789,0.003664,5.120974,24.820762,untreated,lowinjury,loaded,TB
599115,75_11.txt,11,75,4.910245,0.176451,tb,12.877925,1.455802,66.984213,0.004531,4.413657,29.287021,untreated,lowinjury,loaded,TB
599115,75_12.txt,12,75,4.837012,0.111616,tb,8.197629,2.683771,67.842498,0.001764,0.826319,20.256407,untreated,lowinjury,loaded,TB
599115,76_0.txt,0,76,7.390788,0.112383,tb,5.666499,2.365055,66.460505,0.002656,5.373687,32.609168,untreated,lowinjury,loaded,TB
599115,76_1.txt,1,76,7.882767,0.039168,tb,0.148772,2.490602,66.776739,0.001713,3.251592,25.628181,untreated,lowinjury,loaded,TB
599115,76_2.txt,2,76,7.507656,0.076395,tb,-9.675678,1.472739,65.713881,0.004559,0.763205,43.600903,untreated,lowinjury,loaded,TB
599115,76_3.txt,3,76,7.681322,0.070777,tb,10.788794,2.655146,66.678974,0.002559,0.725264,28.165847,untreated,lowinjury,loaded,TB
599115,76_4.txt,4,76,8.219163,0.165558,tb,10.12974,1.145663,66.496992,0.003728,0.024629,18.523599,untreated,lowinjury,loaded,TB
599115,76_5.txt,5,76,7.787045,0.032851,tb,6.081966,2.374466,66.769337,0.00702,4.765763,27.529566,untreated,lowinjury,loaded,TB
599115,76_6.txt,6,76,7.850238,0.269211,tb,95.589315,7.946329,64.936014,0.004587,3.100644,216.65907,untreated,lowinjury,loaded,TB
599115,76_8.txt,8,76,6.516602,0.156279,tb,9.942191,2.25147,67.385006,0.004476,1.078965,24.476849,untreated,lowinjury,loaded,TB
599115,76_9.txt,9,76,6.128334,0.188631,tb,181.292652,2.050681,66.386533,0.005133,0.02,24.911826,untreated,lowinjury,loaded,TB
599115,76_10.txt,10,76,6.018833,0.224169,tb,10.199969,3.025499,65.861039,0.004585,0.371579,304.501602,untreated,lowinjury,loaded,TB
599115,76_11.txt,11,76,5.875515,0.094239,tb,189.072629,2.743568,66.813343,0.002613,0.619688,38.812585,untreated,lowinjury,loaded,TB
599115,76_12.txt,12,76,5.730999,0.153888,tb,173.630824,2.788872,66.38253,0.004578,0.440125,31.915938,untreated,lowinjury,loaded,TB
599115,77_2.txt,2,77,6.704648,0.146284,tb,7.980645,1.434707,66.449235,0.005166,1.634533,42.660216,untreated,lowinjury,loaded,TB
599115,77_3.txt,3,77,6.970721,0.251062,tb,16.463697,2.233015,67.038022,0.005364,2.544205,26.928496,untreated,lowinjury,loaded,TB
599115,77_5.txt,5,77,7.368804,0.189677,tb,6.302689,1.595701,65.43033,0.008836,1.129513,211.87723,untreated,lowinjury,loaded,TB
599115,77_7.txt,7,77,8.242894,0.102714,tb,3.17826,1.235649,67.140344,0.003659,0.532436,24.155916,untreated,lowinjury,loaded,TB
599115,77_8.txt,8,77,8.547841,0.234436,tb,5.85861,3.047257,67.30345,0.001242,2.190535,32.125022,untreated,lowinjury,loaded,TB
599115,77_9.txt,9,77,8.403061,0.123071,tb,21.326518,0.925887,67.08132,0.001917,1.620345,31.65157,untreated,lowinjury,loaded,TB
599115,77_11.txt,11,77,7.970263,0.077674,tb,7.558588,2.195842,66.645491,0.004868,1.937898,29.966348,untreated,lowinjury,loaded,TB
599115,77_12.txt,12,77,7.449793,0.146713,tb,5.359353,2.379612,66.357319,0.002734,0.523968,52.417936,untreated,lowinjury,loaded,TB
599115,78_0.txt,0,78,5.650919,0.206269,tb,10.915001,1.323479,67.167067,0.003368,4.716742,26.964746,untreated,lowinjury,loaded,TB
599115,78_1.txt,1,78,5.939372,0.081235,tb,96.157088,8.712587,66.565194,0.001587,4.56527,30.466625,untreated,lowinjury,loaded,TB
599115,78_2.txt,2,78,5.827909,0.131158,tb,179.844585,0.702091,67.637837,0.001773,0.722512,21.002468,untreated,lowinjury,loaded,TB
599115,78_3.txt,3,78,6.346642,0.084853,tb,3.693446,1.840254,66.369304,0.006617,1.836852,44.41278,untreated,lowinjury,loaded,TB
599115,78_4.txt,4,78,6.266833,0.056841,tb,19.574986,2.895079,66.153144,0.008795,0.393446,264.704057,untreated,lowinjury,loaded,TB
599115,78_5.txt,5,78,6.46821,0.07816,tb,16.214769,3.007266,66.853661,0.001951,1.53369,31.379625,untreated,lowinjury,loaded,TB
599115,78_6.txt,6,78,6.877353,0.071227,tb,18.79273,0.617081,66.931384,0.0002,3.150538,43.696265,untreated,lowinjury,loaded,TB
599115,78_7.txt,7,78,6.971696,0.047633,tb,-2.054426,1.111456,64.774428,0.003843,0.812336,193.572926,untreated,lowinjury,loaded,TB
599115,78_8.txt,8,78,7.380029,0.032332,tb,181.789599,2.757655,67.409256,0.000904,0.62421,19.950573,untreated,lowinjury,loaded,TB
599115,78_11.txt,11,78,7.834766,0.137945,tb,4.272566,2.906595,67.010655,0.000307,3.150502,21.657298,untreated,lowinjury,loaded,TB
599115,79_0.txt,0,79,5.818062,0.137473,tb,15.206619,1.034463,66.034182,0.005724,2.062126,54.797675,untreated,lowinjury,loaded,TB
599115,79_2.txt,2,79,6.51206,0.156274,tb,27.724565,4.669134,67.238297,0.000915,1.38211,22.131884,untreated,lowinjury,loaded,TB
599115,79_3.txt,3,79,6.478085,0.269059,tb,-10,0.806151,66.647831,0.003892,1.047244,47.363064,untreated,lowinjury,loaded,TB
599115,79_4.txt,4,79,6.693006,0.105548,tb,7.228004,0.938427,65.342918,0.004194,6.283185,102.921909,untreated,lowinjury,loaded,TB
599115,79_5.txt,5,79,6.505834,0.201735,tb,10.762755,1.083677,66.808344,0.002366,5.727145,28.510323,untreated,lowinjury,loaded,TB
599115,79_6.txt,6,79,6.977562,0.083049,tb,9.073744,1.690025,66.681551,0.003645,0.775794,26.08004,untreated,lowinjury,loaded,TB
599115,79_7.txt,7,79,6.696605,0.087784,tb,18.240331,1.291686,66.838967,0.004173,0.918647,30.169545,untreated,lowinjury,loaded,TB
599115,79_8.txt,8,79,6.535984,0.16052,tb,3.663353,2.001882,66.735252,0.001443,0.472633,40.573876,untreated,lowinjury,loaded,TB
599115,79_9.txt,9,79,6.60575,0.061413,tb,12.852093,3.058579,66.367323,0.001471,2.544214,29.327452,untreated,lowinjury,loaded,TB
599115,79_10.txt,10,79,6.959377,0.10439,tb,1.246837,2.353765,66.579918,0.001405,0.37158,32.832022,untreated,lowinjury,loaded,TB
599115,79_12.txt,12,79,7.120165,0.049887,tb,0.288273,2.202629,66.868149,0.003589,0.403458,37.441351,untreated,lowinjury,loaded,TB
599115,80_1.txt,1,80,6.220212,0.172586,tb,4.575158,1.370252,65.31587,0.004785,1.597046,303.270199,untreated,lowinjury,loaded,TB
599115,80_2.txt,2,80,6.335986,0.186483,tb,-0.759447,1.874985,66.047262,0.001744,0.54921,43.492367,untreated,lowinjury,loaded,TB
599115,80_4.txt,4,80,8.313652,0.348614,tb,10.375279,1.982549,66.326341,0.005755,0.573689,48.258546,untreated,lowinjury,loaded,TB
599115,80_6.txt,6,80,7.930708,0.166476,tb,17.379029,2.311441,65.140768,0.005361,1.23053,333.638234,untreated,lowinjury,loaded,TB
599115,80_7.txt,7,80,8.56519,0.092825,tb,22.473187,0.836502,65.878644,0.004288,2.089482,46.56646,untreated,lowinjury,loaded,TB
599115,80_8.txt,8,80,7.38027,0.172197,tb,6.66042,2.763712,67.489961,0.005296,0.523159,22.415833,untreated,lowinjury,loaded,TB
599115,80_9.txt,9,80,6.654416,0.062732,tb,-0.872406,1.322199,66.624538,0.006147,0.853616,32.457551,untreated,lowinjury,loaded,TB
599115,80_11.txt,11,80,6.68709,0.150726,tb,1.053718,1.312008,66.706501,0.000881,5.525291,25.748251,untreated,lowinjury,loaded,TB
599115,81_0.txt,0,81,6.683256,0.082471,tb,7.790291,0.98229,66.683798,0.005253,6.244347,27.351916,untreated,lowinjury,loaded,TB
599115,81_2.txt,2,81,7.691728,0.287763,tb,6.232634,1.144335,67.129906,0.003935,6.283174,26.707552,untreated,lowinjury,loaded,TB
599115,81_3.txt,3,81,6.867566,0.102243,tb,-3.107601,0.439107,67.121,0.003537,6.283151,23.807605,untreated,lowinjury,loaded,TB
599115,81_4.txt,4,81,9.056548,0.091538,tb,21.626092,3.226719,66.401605,0.001706,0.317325,42.418115,untreated,lowinjury,loaded,TB
599115,81_5.txt,5,81,8.829044,0.115641,tb,9.267417,1.027601,66.343459,0.001242,1.382107,36.703541,untreated,lowinjury,loaded,TB
599115,81_6.txt,6,81,9.230344,0.203124,tb,6.674367,1.229634,65.330276,0.008426,1.634715,37.102327,untreated,lowinjury,loaded,TB
599115,81_8.txt,8,81,6.758236,0.241159,tb,29.609889,5.175676,66.061607,0.00279,1.028426,35.129354,untreated,lowinjury,loaded,TB
599115,81_9.txt,9,81,7.110327,0.069667,tb,189.317676,1.72112,67.050049,0.002697,0.674739,34.208532,untreated,lowinjury,loaded,TB
599115,81_11.txt,11,81,8.008581,0.129289,tb,23.527697,4.254143,66.918436,0.005764,1.014352,34.07416,untreated,lowinjury,loaded,TB
599115,81_12.txt,12,81,7.162485,0.042041,tb,24.861265,4.08985,66.123656,0.005103,0.8899,36.338547,untreated,lowinjury,loaded,TB
599115,82_1.txt,1,82,7.137747,0.349586,tb,12.985537,2.113005,65.143202,0.006452,0.580087,293.159636,untreated,lowinjury,loaded,TB
599115,82_3.txt,3,82,8.311066,0.234825,tb,5.315074,2.005568,64.77126,0.007091,0.512806,342.561852,untreated,lowinjury,loaded,TB
599115,82_5.txt,5,82,10.252843,0.221128,tb,189.999999,1.369289,67.094949,0.003073,0.763477,25.095962,untreated,lowinjury,loaded,TB
599115,82_6.txt,6,82,9.948978,0.209789,tb,25.955152,3.38919,65.788431,0.002139,0.297137,57.921892,untreated,lowinjury,loaded,TB
599115,82_7.txt,7,82,9.17221,0.105712,tb,18.543077,3.003745,66.19623,0.002988,0.319635,37.375485,untreated,lowinjury,loaded,TB
599115,82_9.txt,9,82,8.186498,0.249284,tb,1.763128,1.330364,67.202529,0.00128,0.645258,23.845941,untreated,lowinjury,loaded,TB
599115,82_10.txt,10,82,8.366961,0.138768,tb,6.077595,2.564204,67.369867,0.004568,0.522574,25.351968,untreated,lowinjury,loaded,TB
599115,82_11.txt,11,82,8.859721,0.174811,tb,15.553811,2.05974,66.115514,0.008749,1.063153,35.317168,untreated,lowinjury,loaded,TB
599115,82_12.txt,12,82,8.20742,0.260138,tb,186.90147,0.968557,65.504893,0.008194,1.151355,279.790101,untreated,lowinjury,loaded,TB
599115,83_1.txt,1,83,6.778681,0.105126,tb,7.784682,2.14021,64.700234,0.009387,1.213667,377.849346,untreated,lowinjury,loaded,TB
599115,83_2.txt,2,83,7.714591,0.062306,tb,-6.515141,2.271083,65.163405,0.003093,0.511346,57.58328,untreated,lowinjury,loaded,TB
599115,83_3.txt,3,83,7.783562,0.166859,tb,37.064309,8.508586,65.753705,0.006863,0.82632,46.605259,untreated,lowinjury,loaded,TB
599115,83_5.txt,5,83,9.179666,0.075213,tb,-2.389644,1.571891,66.270866,0.008901,0.597199,40.18168,untreated,lowinjury,loaded,TB
599115,83_8.txt,8,83,8.593404,0.098007,tb,13.708621,2.461297,66.58373,0.001668,0.725266,28.962183,untreated,lowinjury,loaded,TB
599115,83_9.txt,9,83,8.552438,0.186516,tb,3.611901,2.318309,66.823297,0.006281,0.725266,27.615522,untreated,lowinjury,loaded,TB
599115,83_11.txt,11,83,8.089628,0.137207,tb,182.892056,2.771531,65.705844,0.007491,0.498492,331.015146,untreated,lowinjury,loaded,TB
599115,84_0.txt,0,84,6.92977,0.163236,tb,-9.999989,1.981401,65.732618,0.004255,0.584719,51.342155,untreated,lowinjury,loaded,TB
599115,84_1.txt,1,84,7.008972,0.163978,tb,15.033017,2.022381,65.768409,0.006078,0.64556,43.566055,untreated,lowinjury,loaded,TB
599115,84_2.txt,2,84,6.808437,0.052591,tb,169.884122,1.582919,66.048227,0.002562,0.768873,29.601886,untreated,lowinjury,loaded,TB
599115,84_3.txt,3,84,7.614997,0.189446,tb,30.157797,5.181222,65.778763,0.003797,0.798483,38.057713,untreated,lowinjury,loaded,TB
599115,84_4.txt,4,84,8.413255,0.27305,tb,3.686103,1.602993,66.088806,0.007059,0.580564,39.681259,untreated,lowinjury,loaded,TB
599115,84_6.txt,6,84,8.193572,0.140425,tb,164.361961,0.673755,65.599029,0.003556,1.218547,35.036107,untreated,lowinjury,loaded,TB
599115,84_10.txt,10,84,7.928423,0.150544,tb,178.534981,1.911578,66.816087,0.007794,0.687007,43.722158,untreated,lowinjury,loaded,TB
599115,84_11.txt,11,84,7.649678,0.047814,tb,13.379997,2.44253,66.842741,0.002021,1.685259,28.257497,untreated,lowinjury,loaded,TB
599115,84_12.txt,12,84,7.952378,0.272298,tb,0.063151,0.987888,66.120191,0.007457,1.568723,39.514799,untreated,lowinjury,loaded,TB
599115,85_0.txt,0,85,8.430573,0.365752,tb,179.830006,1.098831,66.56216,0.00522,0.81172,36.99619,untreated,lowinjury,loaded,TB
599115,85_1.txt,1,85,8.830965,0.16858,tb,23.574365,3.327236,66.418324,0.006839,0.286631,31.575497,untreated,lowinjury,loaded,TB
599115,85_3.txt,3,85,8.192091,0.174533,tb,-9.583313,1.713314,64.994117,0.006971,0.472631,266.180633,untreated,lowinjury,loaded,TB
599115,85_4.txt,4,85,11.409917,0.134945,tb,30.967788,4.551839,67.478563,0.003976,0.75898,26.234588,untreated,lowinjury,loaded,TB
599115,85_5.txt,5,85,9.008869,0.175721,tb,6.882679,1.806668,65.108045,0.007198,0.676884,237.876022,untreated,lowinjury,loaded,TB
599115,85_8.txt,8,85,13.068529,0.490638,tb,18.404796,2.532539,64.939049,0.005437,0.426853,207.837146,untreated,lowinjury,loaded,TB
599115,85_9.txt,9,85,9.908865,0.175778,tb,27.642507,3.752264,66.146164,0.001691,0.75192,38.136442,untreated,lowinjury,loaded,TB
599115,86_1.txt,1,86,9.015651,0.082258,tb,10.517412,2.112751,66.091441,0.005276,0.480637,31.866858,untreated,lowinjury,loaded,TB
599115,86_2.txt,2,86,8.678887,0.063437,tb,25.473236,3.812775,65.689939,0.004042,0.853777,39.909998,untreated,lowinjury,loaded,TB
599115,86_3.txt,3,86,8.704942,0.245485,tb,0.07576,1.418941,66.282197,0.004253,1.078937,42.19571,untreated,lowinjury,loaded,TB
599115,86_4.txt,4,86,10.977428,0.261373,tb,169.158017,1.344973,65.851865,0.006588,0.795268,29.305435,untreated,lowinjury,loaded,TB
599115,86_5.txt,5,86,10.79573,0.257037,tb,190,1.29698,65.211226,0.006239,0.775792,245.988511,untreated,lowinjury,loaded,TB
599115,86_6.txt,6,86,10.181981,0.32102,tb,189.999992,0.859161,66.313929,0.002387,1.078919,34.764081,untreated,lowinjury,loaded,TB
599115,86_7.txt,7,86,9.42519,0.039457,tb,166.531912,1.500174,66.189275,0.002992,1.056435,34.760876,untreated,lowinjury,loaded,TB
599115,86_9.txt,9,86,8.456694,0.18224,tb,172.748384,1.801455,65.408869,0.007555,0.720091,268.711297,untreated,lowinjury,loaded,TB
599115,86_10.txt,10,86,10.785915,0.176861,tb,19.748964,3.682361,65.562069,0.004919,0.291089,33.91277,untreated,lowinjury,loaded,TB
599115,86_12.txt,12,86,10.707173,0.050383,tb,188.392165,1.714724,65.829129,0.004586,0.786516,45.695506,untreated,lowinjury,loaded,TB
599115,87_0.txt,0,87,8.440856,0.198896,tb,174.819983,1.774788,65.98557,0.005746,0.747009,39.696634,untreated,lowinjury,loaded,TB
599115,87_1.txt,1,87,8.058124,0.045951,tb,-0.904933,11.161606,65.963368,0.001464,0.472632,24.919896,untreated,lowinjury,loaded,TB
599115,87_2.txt,2,87,9.276579,0.110906,tb,173.766629,1.887992,66.102939,0.004064,0.707356,33.159639,untreated,lowinjury,loaded,TB
599115,87_3.txt,3,87,13.835862,0.322639,tb,19.625481,1.073849,66.803661,0.00536,1.432614,28.877911,untreated,lowinjury,loaded,TB
599115,87_7.txt,7,87,12.390979,0.394508,tb,190,0.765189,65.665899,0.002865,0.862338,33.984131,untreated,lowinjury,loaded,TB
599115,87_8.txt,8,87,12.172355,0.216009,tb,2.03512,2.080896,65.037447,0.008868,0.514688,221.013404,untreated,lowinjury,loaded,TB
599115,87_9.txt,9,87,10.778196,0.232819,tb,16.652483,3.091103,66.300295,0.003314,0.4221,37.340715,untreated,lowinjury,loaded,TB
599115,87_11.txt,11,87,14.013938,0.419568,tb,0.575424,1.037641,66.324569,0.004825,1.179993,40.187165,untreated,lowinjury,loaded,TB
599115,87_12.txt,12,87,12.767469,0.282685,tb,23.294356,3.869217,66.061835,0.004318,0.321049,37.423751,untreated,lowinjury,loaded,TB
599115,88_0.txt,0,88,7.900788,0.162974,tb,182.158366,1.486113,66.157603,0.008144,0.835098,44.726762,untreated,lowinjury,loaded,TB
599115,88_1.txt,1,88,7.99818,0.350872,tb,5.874968,1.357596,66.923336,0.005269,0.726498,28.891512,untreated,lowinjury,loaded,TB
