sample no,fname,ix,iy,totalint,totalcoll,region,center,rho_new,Dnew2,wa2,wdist2,Diameter2,Group,Sample,State,zone
599205,65_7.txt,7,65,0.051096,0.017384,dz,94.882748,6.240659,66.818857,0.002182,0.300477,39.861187,ribosetreated,aged_control,loaded,AC
599205,65_8.txt,8,65,0.051581,0.017108,dz,95.428764,6.014486,66.789146,0.002237,0.329488,41.39622,ribosetreated,aged_control,loaded,AC
599205,65_9.txt,9,65,0.054567,0.018848,dz,95.905694,6.428457,66.824183,0.002128,0.292987,38.705882,ribosetreated,aged_control,loaded,AC
599205,65_10.txt,10,65,0.052933,0.017394,dz,96.061012,6.43208,66.797796,0.002247,0.290695,39.796211,ribosetreated,aged_control,loaded,AC
599205,65_11.txt,11,65,0.061316,0.018601,dz,96.242745,6.479639,66.82545,0.002185,0.279536,40.30073,ribosetreated,aged_control,loaded,AC
599205,65_12.txt,12,65,0.067042,0.017701,dz,96.360105,6.575933,66.828356,0.002089,0.286438,39.118318,ribosetreated,aged_control,loaded,AC
599205,66_0.txt,0,66,0.064185,0.018698,dz,93.765742,5.742471,66.868154,0.00223,0.381677,40.702202,ribosetreated,aged_control,loaded,AC
599205,66_1.txt,1,66,0.086274,0.017142,dz,94.381418,5.667978,66.852605,0.002308,0.387434,39.226899,ribosetreated,aged_control,loaded,AC
599205,66_2.txt,2,66,0.084743,0.016645,dz,93.933362,6.181663,66.828513,0.002243,0.337795,40.580151,ribosetreated,aged_control,loaded,AC
599205,66_3.txt,3,66,0.09548,0.017157,cp,94.013003,6.369822,66.835148,0.002237,0.294977,37.524224,ribosetreated,aged_control,loaded,CP
599205,66_4.txt,4,66,0.090324,0.017415,cp,93.956098,6.276983,66.809147,0.002363,0.299902,39.799307,ribosetreated,aged_control,loaded,CP
599205,66_5.txt,5,66,0.082479,0.01593,dz,94.503193,6.109832,66.825073,0.002318,0.321053,41.182834,ribosetreated,aged_control,loaded,AC
599205,66_6.txt,6,66,0.070955,0.017358,dz,94.365844,6.187665,66.846546,0.002146,0.315837,39.925442,ribosetreated,aged_control,loaded,AC
599205,66_7.txt,7,66,0.081483,0.017231,dz,94.628538,6.1595,66.80807,0.002236,0.312619,42.164588,ribosetreated,aged_control,loaded,AC
599205,66_8.txt,8,66,0.081445,0.017651,dz,95.030846,6.255107,66.857692,0.002131,0.317545,37.753553,ribosetreated,aged_control,loaded,AC
599205,66_9.txt,9,66,0.093906,0.017197,cp,95.418775,6.695154,66.803631,0.002348,0.270527,42.295919,ribosetreated,aged_control,loaded,CP
599205,66_10.txt,10,66,0.10968,0.018592,cp,95.999587,6.637528,66.867282,0.002218,0.280635,37.519722,ribosetreated,aged_control,loaded,CP
599205,66_11.txt,11,66,0.121249,0.019453,cp,96.464869,6.546273,66.821699,0.002307,0.300748,41.956494,ribosetreated,aged_control,loaded,CP
599205,66_12.txt,12,66,0.121419,0.016731,cp,96.4393,6.552014,66.872182,0.002203,0.289193,40.423546,ribosetreated,aged_control,loaded,CP
599205,67_0.txt,0,67,0.071749,0.016201,dz,94.034426,5.606766,66.884898,0.002286,0.353238,39.347243,ribosetreated,aged_control,loaded,AC
599205,67_1.txt,1,67,0.120868,0.016997,cp,94.405847,6.005391,66.838059,0.002299,0.321854,42.392278,ribosetreated,aged_control,loaded,CP
599205,67_2.txt,2,67,0.133943,0.016962,cp,93.500721,6.002732,66.950093,0.002133,0.523159,38.59717,ribosetreated,aged_control,loaded,CP
599205,67_3.txt,3,67,0.136453,0.017599,cp,94.352644,6.161425,66.896492,0.00223,0.422103,37.843141,ribosetreated,aged_control,loaded,CP
599205,67_4.txt,4,67,0.125696,0.015654,cp,93.327003,6.575889,66.860371,0.00223,0.270527,41.752036,ribosetreated,aged_control,loaded,CP
599205,67_5.txt,5,67,0.169214,0.014264,cp,94.027557,6.751492,66.803038,0.00237,0.270527,42.963349,ribosetreated,aged_control,loaded,CP
599205,67_6.txt,6,67,0.196537,0.015725,cp,94.519174,6.757148,66.822033,0.002207,0.270527,38.225927,ribosetreated,aged_control,loaded,CP
599205,67_7.txt,7,67,0.182144,0.01601,cp,95.168763,6.490738,66.805946,0.002514,0.270527,43.651693,ribosetreated,aged_control,loaded,CP
599205,67_8.txt,8,67,0.154708,0.015299,cp,94.827484,6.504886,66.849085,0.002288,0.422105,41.494177,ribosetreated,aged_control,loaded,CP
599205,67_9.txt,9,67,0.159946,0.016858,cp,95.462714,6.577599,66.896729,0.002043,0.297636,35.795419,ribosetreated,aged_control,loaded,CP
599205,67_10.txt,10,67,0.176459,0.017009,cp,96.025418,6.50922,66.892285,0.002343,0.282416,39.328956,ribosetreated,aged_control,loaded,CP
599205,67_11.txt,11,67,0.193988,0.015591,cp,95.754764,6.745252,66.822173,0.00254,0.270527,39.068853,ribosetreated,aged_control,loaded,CP
599205,67_12.txt,12,67,0.20268,0.017586,cp,97.015386,6.765537,66.816976,0.00226,0.283648,43.32783,ribosetreated,aged_control,loaded,CP
599205,68_1.txt,1,68,0.16454,0.016105,cp,93.663187,6.029905,66.912881,0.002341,0.335158,37.369396,ribosetreated,aged_control,loaded,CP
599205,68_2.txt,2,68,0.208527,0.015245,cp,93.422968,6.127685,66.913602,0.00266,1.020181,39.61233,ribosetreated,aged_control,loaded,CP
599205,68_3.txt,3,68,0.171241,0.016552,cp,92.970205,6.202997,66.894946,0.0026,0.319376,38.311951,ribosetreated,aged_control,loaded,CP
599205,68_4.txt,4,68,0.19109,0.017209,cp,94.278458,6.22692,66.84434,0.00234,0.310474,40.629219,ribosetreated,aged_control,loaded,CP
599205,68_5.txt,5,68,0.221049,0.018325,cp,94.925292,7.039185,66.819594,0.002369,0.270527,41.762669,ribosetreated,aged_control,loaded,CP
599205,68_6.txt,6,68,0.262984,0.014516,cp,95.545235,6.63826,66.83545,0.002333,0.270527,40.799478,ribosetreated,aged_control,loaded,CP
599205,68_7.txt,7,68,0.274389,0.012636,cp,94.634267,6.9949,66.828636,0.002171,0.225903,38.308002,ribosetreated,aged_control,loaded,CP
599205,68_8.txt,8,68,0.275236,0.013078,cp,95.11361,6.626325,66.832188,0.002326,1.281023,41.330549,ribosetreated,aged_control,loaded,CP
599205,68_9.txt,9,68,0.275989,0.0136,cp,95.690739,7.011756,66.881804,0.002324,0.270527,36.231323,ribosetreated,aged_control,loaded,CP
599205,68_10.txt,10,68,0.277257,0.015325,cp,95.559318,6.551828,66.765229,0.002846,0.270527,43.94705,ribosetreated,aged_control,loaded,CP
599205,68_11.txt,11,68,0.27309,0.017149,cp,95.745973,6.793148,66.93184,0.002344,1.22489,38.92845,ribosetreated,aged_control,loaded,CP
599205,68_12.txt,12,68,0.264676,0.021332,cp,96.446166,6.796441,66.798827,0.002231,0.270527,42.860936,ribosetreated,aged_control,loaded,CP
599205,69_0.txt,0,69,0.230466,0.015944,cp,94.007867,5.894338,66.865264,0.002228,1.21576,45.120516,ribosetreated,aged_control,loaded,CP
599205,69_1.txt,1,69,0.28645,0.013624,cp,93.166302,6.158375,66.888818,0.002543,2.429296,45.210467,ribosetreated,aged_control,loaded,CP
599205,69_2.txt,2,69,0.322561,0.015032,cp,94.665455,6.884368,66.913521,0.002251,2.741235,36.910048,ribosetreated,aged_control,loaded,CP
599205,69_3.txt,3,69,0.2754,0.013603,cp,94.125663,6.398599,66.940186,0.002558,0.270527,38.769441,ribosetreated,aged_control,loaded,CP
599205,69_4.txt,4,69,0.26307,0.016109,cp,93.992252,6.623578,66.826176,0.002391,0.22,44.412942,ribosetreated,aged_control,loaded,CP
599205,69_5.txt,5,69,0.332958,0.012864,cp,93.740178,6.50501,66.863657,0.002309,0.220005,41.502171,ribosetreated,aged_control,loaded,CP
599205,69_6.txt,6,69,0.365385,0.014091,cp,94.795719,6.824369,66.898487,0.002133,3.959153,36.794675,ribosetreated,aged_control,loaded,CP
599205,69_7.txt,7,69,0.356062,0.013564,cp,95.255534,6.774483,66.852785,0.002378,2.425469,44.397129,ribosetreated,aged_control,loaded,CP
599205,69_8.txt,8,69,0.367406,0.015024,cp,94.719103,6.883866,66.932829,0.002677,4.8685,39.981694,ribosetreated,aged_control,loaded,CP
599205,69_9.txt,9,69,0.357671,0.017871,cp,94.179333,6.561911,66.889533,0.002864,3.050314,44.505747,ribosetreated,aged_control,loaded,CP
599205,69_10.txt,10,69,0.356006,0.017822,cp,95.515789,6.77691,66.729278,0.002714,0.220589,49.085758,ribosetreated,aged_control,loaded,CP
599205,69_11.txt,11,69,0.373794,0.015774,cp,96.050279,6.927828,66.807879,0.002291,0.195042,44.32399,ribosetreated,aged_control,loaded,CP
599205,69_12.txt,12,69,0.372052,0.014993,cp,96.849681,6.258777,66.885935,0.002315,4.060813,41.691186,ribosetreated,aged_control,loaded,CP
599205,70_0.txt,0,70,0.36386,0.014135,cp,92.929128,6.009762,66.948184,0.001976,5.980424,39.41191,ribosetreated,aged_control,loaded,CP
599205,70_1.txt,1,70,0.414617,0.012742,cp,-0.149614,0.347862,67.012608,0.002016,6.283185,36.024982,ribosetreated,aged_control,loaded,CP
599205,70_2.txt,2,70,0.422104,0.017192,cp,92.650064,6.772291,67.010482,0.002704,0.22,29.563708,ribosetreated,aged_control,loaded,CP
599205,70_3.txt,3,70,0.423952,0.013616,cp,94.704224,6.612838,66.970543,0.002225,4.868525,36.600031,ribosetreated,aged_control,loaded,CP
599205,70_4.txt,4,70,0.439501,0.015901,cp,94.345413,6.393375,66.694952,0.003003,5.222201,47.030532,ribosetreated,aged_control,loaded,CP
599205,70_5.txt,5,70,0.498528,0.019105,cp,94.349655,6.545434,66.917316,0.002628,5.610408,37.767134,ribosetreated,aged_control,loaded,CP
599205,70_6.txt,6,70,0.508141,0.018631,cp,7.335561,0.257233,66.494529,0.002941,6.283185,65.082458,ribosetreated,aged_control,loaded,CP
599205,70_7.txt,7,70,0.50458,0.019621,cp,94.92733,6.664398,66.907706,0.00169,0.22,41.180575,ribosetreated,aged_control,loaded,CP
599205,70_8.txt,8,70,0.538459,0.017699,cp,2.800105,0.482573,66.672582,0.002537,6.283185,50.040371,ribosetreated,aged_control,loaded,CP
599205,70_9.txt,9,70,0.52587,0.017916,cp,-10,0.365864,66.910243,0.002063,2.190535,42.673098,ribosetreated,aged_control,loaded,CP
599205,70_10.txt,10,70,0.48012,0.016951,cp,94.955293,6.964627,66.953028,0.001975,6.150077,40.784116,ribosetreated,aged_control,loaded,CP
599205,70_11.txt,11,70,0.4925,0.016157,cp,96.889123,7.102863,66.820798,0.002224,0.22,47.477375,ribosetreated,aged_control,loaded,CP
599205,70_12.txt,12,70,0.531362,0.017994,cp,96.189214,6.70558,66.837884,0.002499,0.22,41.87975,ribosetreated,aged_control,loaded,CP
599205,71_0.txt,0,71,0.486009,0.019738,cp,-2.054987,0.382309,67.054858,0.00211,6.283185,34.550955,ribosetreated,aged_control,loaded,CP
599205,71_1.txt,1,71,0.542372,0.013182,cp,29.06655,0.387169,66.941029,0.002416,2.392441,44.064547,ribosetreated,aged_control,loaded,CP
599205,71_2.txt,2,71,0.58257,0.012102,cp,0.839887,0.677203,67.012329,0.002477,6.283185,40.241911,ribosetreated,aged_control,loaded,CP
599205,71_3.txt,3,71,0.563278,0.015593,cp,189.507009,0.677128,66.829623,0.002308,0.725261,42.214551,ribosetreated,aged_control,loaded,CP
599205,71_4.txt,4,71,0.535523,0.020868,cp,5.004025,0.525806,66.893771,0.003101,6.283185,47.761337,ribosetreated,aged_control,loaded,CP
599205,71_5.txt,5,71,0.565756,0.017703,cp,94.372657,7.05343,66.505698,0.002909,0.187139,68.014218,ribosetreated,aged_control,loaded,CP
599205,71_6.txt,6,71,0.633746,0.017111,cp,4.297526,0.825333,66.763926,0.003126,6.283184,47.976404,ribosetreated,aged_control,loaded,CP
599205,71_7.txt,7,71,0.677726,0.013253,cp,11.449269,0.450046,66.990908,0.002055,6.283185,44.731252,ribosetreated,aged_control,loaded,CP
599205,71_8.txt,8,71,0.686649,0.018289,cp,9.098428,1.061268,66.838936,0.002989,6.283185,42.534675,ribosetreated,aged_control,loaded,CP
599205,71_9.txt,9,71,0.695096,0.016312,cp,8.904932,0.635688,66.898903,0.002578,6.283185,40.983139,ribosetreated,aged_control,loaded,CP
599205,71_10.txt,10,71,0.65575,0.014486,cp,6.117532,0.700373,66.860532,0.002098,6.283185,40.950374,ribosetreated,aged_control,loaded,CP
599205,71_11.txt,11,71,0.646431,0.013166,cp,95.724178,6.890308,66.876529,0.002485,0.177417,42.247434,ribosetreated,aged_control,loaded,CP
599205,71_12.txt,12,71,0.654008,0.010212,cp,95.762251,7.172155,66.751215,0.002784,0.184507,37.167881,ribosetreated,aged_control,loaded,CP
599205,72_0.txt,0,72,0.598759,0.010302,cp,-1.255812,0.543794,66.855498,0.002319,3.201198,38.067733,ribosetreated,aged_control,loaded,CP
599205,72_1.txt,1,72,0.661969,0.02138,cp,2.271327,1.096166,67.26346,0.003998,6.283184,30.916062,ribosetreated,aged_control,loaded,CP
599205,72_2.txt,2,72,0.711983,0.017034,cp,-1.530147,0.825975,67.030946,0.002948,6.283185,39.365398,ribosetreated,aged_control,loaded,CP
599205,72_3.txt,3,72,0.672619,0.010153,cp,-1.230828,0.946772,66.759873,0.002452,1.123405,47.751857,ribosetreated,aged_control,loaded,CP
599205,72_4.txt,4,72,0.641097,0.017524,cp,174.074081,0.724447,66.686767,0.002689,0.853055,63.894463,ribosetreated,aged_control,loaded,CP
599205,72_5.txt,5,72,0.690856,0.015255,cp,12.561947,0.600137,66.89812,0.002121,6.283185,36.480909,ribosetreated,aged_control,loaded,CP
599205,72_6.txt,6,72,0.769752,0.021785,cp,4.021336,0.874765,66.800456,0.003098,5.272643,37.615358,ribosetreated,aged_control,loaded,CP
599205,72_7.txt,7,72,0.868406,0.017367,cp,3.37329,1.057685,66.802873,0.00245,6.283176,41.35973,ribosetreated,aged_control,loaded,CP
599205,72_8.txt,8,72,0.843161,0.01652,cp,4.428651,0.886748,66.680512,0.001874,6.283185,51.566892,ribosetreated,aged_control,loaded,CP
599205,72_10.txt,10,72,0.796839,0.016213,cp,-2.173881,0.671312,66.967833,0.002851,6.28318,41.237433,ribosetreated,aged_control,loaded,CP
599205,72_11.txt,11,72,0.838173,0.015053,cp,2.891556,1.06874,66.964256,0.001992,6.283183,41.290908,ribosetreated,aged_control,loaded,CP
599205,72_12.txt,12,72,0.755768,0.018336,cp,10.53895,0.649759,66.834584,0.00207,6.283185,41.734379,ribosetreated,aged_control,loaded,CP
599205,73_0.txt,0,73,0.755611,0.011974,cp,4.438785,0.719012,67.370386,0.002926,6.283185,29.266571,ribosetreated,aged_control,loaded,CP
599205,73_1.txt,1,73,0.825514,0.018179,cp,3.22606,1.140508,66.308802,0.004358,6.281898,184.620635,ribosetreated,aged_control,loaded,CP
599205,73_2.txt,2,73,0.867361,0.010095,cp,7.022121,1.211569,67.201724,0.003242,5.373701,28.936687,ribosetreated,aged_control,loaded,CP
599205,73_3.txt,3,73,0.806367,0.010111,cp,2.241629,0.991795,66.914283,0.002441,6.283185,38.169869,ribosetreated,aged_control,loaded,CP
599205,73_4.txt,4,73,0.81642,0.009759,cp,1.480436,0.910662,66.896213,0.001671,6.283185,35.051472,ribosetreated,aged_control,loaded,CP
599205,73_5.txt,5,73,0.902895,0.007696,cp,0.4217,1.291759,66.894848,0.00263,2.464458,49.326176,ribosetreated,aged_control,loaded,CP
599205,73_6.txt,6,73,0.981713,0.012759,cp,2.275191,1.135203,66.673471,0.002375,6.283185,46.261753,ribosetreated,aged_control,loaded,CP
599205,73_7.txt,7,73,0.920786,0.00525,cp,1.78545,1.242615,66.518733,0.002492,6.087575,59.757844,ribosetreated,aged_control,loaded,CP
599205,73_8.txt,8,73,0.968563,0.009909,cp,1.823996,1.219329,66.915993,0.002998,5.727403,37.560454,ribosetreated,aged_control,loaded,CP
599205,73_9.txt,9,73,1.026406,0.01729,cp,4.759267,1.244632,66.741243,0.002864,4.972074,42.912201,ribosetreated,aged_control,loaded,CP
599205,73_10.txt,10,73,0.931876,0.015866,cp,2.573846,1.186885,67.030186,0.003538,2.489342,34.0073,ribosetreated,aged_control,loaded,CP
599205,73_11.txt,11,73,0.910041,0.015769,cp,7.465653,0.785426,66.531361,0.002557,6.283185,58.576719,ribosetreated,aged_control,loaded,CP
599205,73_12.txt,12,73,0.867771,0.015159,cp,0.224273,0.767268,66.948352,0.002637,6.283185,40.7149,ribosetreated,aged_control,loaded,CP
599205,74_0.txt,0,74,0.917183,0.010041,cp,-0.441458,0.898312,67.047916,0.002048,6.283185,33.441371,ribosetreated,aged_control,loaded,CP
599205,74_1.txt,1,74,0.949968,0.013201,cp,2.010312,1.134273,66.410447,0.003016,6.283184,75.753679,ribosetreated,aged_control,loaded,CP
599205,74_2.txt,2,74,1.008411,0.004911,cp,2.254696,1.128825,67.113725,0.002449,6.283179,32.614567,ribosetreated,aged_control,loaded,CP
599205,74_3.txt,3,74,0.971822,0.006889,cp,2.717976,1.246358,66.670473,0.003459,6.28316,69.419906,ribosetreated,aged_control,loaded,CP
599205,74_4.txt,4,74,0.901421,0.020346,cp,6.517229,1.087439,66.867065,0.003559,5.120903,41.41393,ribosetreated,aged_control,loaded,CP
599205,74_5.txt,5,74,1.020856,0.007133,cp,3.650719,1.47232,67.09969,0.002842,4.164426,29.994629,ribosetreated,aged_control,loaded,CP
599205,74_6.txt,6,74,1.098551,0.012407,cp,2.840086,1.379328,66.945558,0.002251,6.28318,47.956994,ribosetreated,aged_control,loaded,CP
599205,74_7.txt,7,74,1.011968,0.010533,cp,9.487236,0.670411,66.939891,0.001631,6.283185,33.494966,ribosetreated,aged_control,loaded,CP
599205,74_9.txt,9,74,1.183103,0.011259,cp,4.859003,1.477215,67.246619,0.002588,2.24106,26.858704,ribosetreated,aged_control,loaded,CP
599205,74_10.txt,10,74,1.139967,0.013047,cp,2.397376,1.184558,66.930698,0.0025,0.624211,43.134297,ribosetreated,aged_control,loaded,CP
599205,74_11.txt,11,74,1.039585,0.004425,cp,7.528962,0.981142,67.166558,0.003006,6.283185,29.828044,ribosetreated,aged_control,loaded,CP
599205,74_12.txt,12,74,1.096394,0.016208,cp,4.381586,0.949386,67.24932,0.002713,5.946365,30.29053,ribosetreated,aged_control,loaded,CP
599205,75_0.txt,0,75,0.993958,0.000429,cp,183.602157,1.086038,67.239365,0.002228,0.641631,31.292836,ribosetreated,aged_control,loaded,CP
599205,75_2.txt,2,75,1.060836,0.014765,cp,6.679171,1.448582,67.14148,0.002046,0.674739,31.778952,ribosetreated,aged_control,loaded,CP
599205,75_3.txt,3,75,1.111156,0.003433,cp,-0.111257,1.139967,66.88328,0.003042,6.282756,36.319953,ribosetreated,aged_control,loaded,CP
599205,75_4.txt,4,75,1.059506,0.012046,cp,-0.748039,1.333088,67.101197,0.001542,0.624212,29.832077,ribosetreated,aged_control,loaded,CP
599205,75_5.txt,5,75,1.159791,0.011328,cp,7.980697,1.482527,67.043189,0.002343,2.342083,35.9769,ribosetreated,aged_control,loaded,CP
599205,75_6.txt,6,75,1.225577,0.014825,cp,2.436411,1.257333,66.786169,0.003015,6.283181,51.074916,ribosetreated,aged_control,loaded,CP
599205,75_7.txt,7,75,1.102531,0.008428,cp,7.954172,1.392545,67.255014,0.002146,0.624212,30.054797,ribosetreated,aged_control,loaded,CP
599205,75_8.txt,8,75,1.082876,0.019556,cp,12.612031,1.280956,66.562948,0.00231,0.47547,54.020823,ribosetreated,aged_control,loaded,CP
599205,75_9.txt,9,75,1.287726,0.014289,cp,3.541701,1.298934,66.39161,0.004227,0.826318,63.163098,ribosetreated,aged_control,loaded,CP
599205,75_11.txt,11,75,1.190769,0.017091,cp,-0.921434,1.207566,66.523086,0.002833,5.392101,66.483152,ribosetreated,aged_control,loaded,CP
599205,75_12.txt,12,75,1.202217,0.009397,cp,3.268658,1.308834,66.724893,0.002322,0.604333,46.467597,ribosetreated,aged_control,loaded,CP
599205,76_0.txt,0,76,0.986422,0.010439,cp,181.42886,1.340598,67.19852,0.003307,0.654298,36.940318,ribosetreated,aged_control,loaded,CP
599205,76_1.txt,1,76,0.940488,0.009346,cp,7.13088,1.326059,66.830227,0.001246,2.342093,34.887278,ribosetreated,aged_control,loaded,CP
599205,76_2.txt,2,76,1.12898,0.005603,cp,6.574089,1.374189,66.818995,0.002557,0.624212,37.362694,ribosetreated,aged_control,loaded,CP
599205,76_3.txt,3,76,1.232108,0.015086,cp,3.392754,1.301698,66.845189,0.002488,0.624212,39.246878,ribosetreated,aged_control,loaded,CP
599205,76_4.txt,4,76,1.192861,0.011948,cp,1.808132,1.373855,67.027704,0.001805,6.283184,31.802796,ribosetreated,aged_control,loaded,CP
599205,76_5.txt,5,76,1.21532,0.003715,cp,2.082424,1.556267,66.350784,0.003724,0.624212,105.356676,ribosetreated,aged_control,loaded,CP
599205,76_6.txt,6,76,1.307092,0.017082,cp,182.848597,1.731334,66.734216,0.002687,0.593231,53.533803,ribosetreated,aged_control,loaded,CP
599205,76_7.txt,7,76,1.127222,0.005007,cp,-0.610484,1.354634,66.866351,0.002279,6.185643,52.379496,ribosetreated,aged_control,loaded,CP
599205,76_9.txt,9,76,1.231114,0.007852,cp,7.781722,1.870456,66.643012,0.003139,0.523154,54.865039,ribosetreated,aged_control,loaded,CP
599205,76_10.txt,10,76,1.265574,0.010618,cp,183.454407,1.604029,65.995337,0.002423,0.593468,169.601269,ribosetreated,aged_control,loaded,CP
599205,76_11.txt,11,76,1.217548,0.005427,cp,0.818645,1.389235,66.655882,0.002439,1.634731,52.585199,ribosetreated,aged_control,loaded,CP
599205,76_12.txt,12,76,1.15559,0.016312,cp,4.189835,1.423667,66.820669,0.002727,0.523159,41.722043,ribosetreated,aged_control,loaded,CP
599205,77_0.txt,0,77,1.084373,0.004208,cp,180.197291,1.059472,66.345993,0.002569,0.725266,270.354076,ribosetreated,aged_control,loaded,CP
599205,77_1.txt,1,77,1.067833,0.023686,cp,4.268301,1.368319,66.031396,0.005553,3.0911,56.759489,ribosetreated,aged_control,loaded,CP
599205,77_2.txt,2,77,1.221041,0.017018,cp,4.675043,2.009802,66.663709,0.002864,0.476656,48.764922,ribosetreated,aged_control,loaded,CP
599205,77_3.txt,3,77,1.30065,0.008498,cp,182.99196,1.605986,66.445507,0.001851,0.674738,41.996347,ribosetreated,aged_control,loaded,CP
599205,77_4.txt,4,77,1.253763,0.01363,cp,3.012752,1.66732,67.088989,0.001585,0.477779,36.486255,ribosetreated,aged_control,loaded,CP
599205,77_5.txt,5,77,1.229656,0.014716,cp,5.956968,1.660779,66.753208,0.002757,0.523157,35.677392,ribosetreated,aged_control,loaded,CP
599205,77_6.txt,6,77,1.313342,0.024845,cp,181.216085,2.124918,67.01318,0.004192,0.598318,34.621655,ribosetreated,aged_control,loaded,CP
599205,77_7.txt,7,77,1.227157,0.014617,cp,5.277876,1.588553,67.196367,0.001548,0.508936,37.243237,ribosetreated,aged_control,loaded,CP
599205,77_9.txt,9,77,1.222678,0.018149,cp,8.114453,1.340549,66.832619,0.002691,0.523157,33.56865,ribosetreated,aged_control,loaded,CP
599205,77_10.txt,10,77,1.178623,0.010012,cp,5.055455,1.547358,67.303509,0.003855,0.624212,26.389006,ribosetreated,aged_control,loaded,CP
599205,77_11.txt,11,77,1.205306,0.008012,cp,4.977572,1.102683,66.973796,0.002107,6.283185,41.391553,ribosetreated,aged_control,loaded,CP
599205,77_12.txt,12,77,1.12009,0.009976,cp,7.311586,1.308808,67.280193,0.003848,1.432636,29.218801,ribosetreated,aged_control,loaded,CP
599205,78_0.txt,0,78,1.303532,0.014243,cp,179.45509,1.385735,67.205421,0.002121,0.598234,23.76479,ribosetreated,aged_control,loaded,CP
599205,78_1.txt,1,78,1.213484,0.012431,cp,8.396243,1.329175,66.985386,0.0013,2.49369,26.914085,ribosetreated,aged_control,loaded,CP
599205,78_2.txt,2,78,1.299996,0.00179,cp,7.233844,1.991048,66.410509,0.001805,0.472633,32.497398,ribosetreated,aged_control,loaded,CP
599205,78_4.txt,4,78,1.306058,0.005224,cp,3.303309,1.365032,66.958144,0.001805,5.120891,30.056495,ribosetreated,aged_control,loaded,CP
599205,78_5.txt,5,78,1.278317,0.019367,cp,182.019912,1.889836,66.63695,0.004488,0.643567,36.430961,ribosetreated,aged_control,loaded,CP
599205,78_6.txt,6,78,1.327521,0.015844,cp,8.816773,1.989869,66.858521,0.003735,0.502799,37.432615,ribosetreated,aged_control,loaded,CP
599205,78_7.txt,7,78,1.419137,0.018869,cp,3.368076,1.727906,67.146525,0.004512,4.062178,28.239671,ribosetreated,aged_control,loaded,CP
599205,78_8.txt,8,78,1.378854,0.005043,cp,9.731226,1.333452,67.293087,0.002707,0.573682,29.6268,ribosetreated,aged_control,loaded,CP
599205,78_10.txt,10,78,1.185248,0.023225,cp,5.792037,1.022143,67.097968,0.003207,2.139999,29.689911,ribosetreated,aged_control,loaded,CP
599205,78_11.txt,11,78,1.177076,0.022701,cp,7.157235,1.203929,66.90831,0.00387,5.727341,36.634716,ribosetreated,aged_control,loaded,CP
599205,78_12.txt,12,78,1.250565,0.010408,cp,3.728076,1.494794,67.062122,0.003704,0.977893,31.645612,ribosetreated,aged_control,loaded,CP
599205,79_0.txt,0,79,1.475649,0.019653,cp,2.926223,1.653431,66.825252,0.003633,0.61355,43.738851,ribosetreated,aged_control,loaded,CP
599205,79_1.txt,1,79,1.346585,0.006188,cp,181.909865,1.363669,67.268206,0.003294,0.659761,28.347185,ribosetreated,aged_control,loaded,CP
599205,79_2.txt,2,79,1.326668,0.000517,cp,5.465157,1.629003,67.357098,0.002587,0.674738,24.275958,ribosetreated,aged_control,loaded,CP
599205,79_3.txt,3,79,1.378588,0.008219,cp,4.755723,1.9185,67.819454,0.001068,0.508786,20.173366,ribosetreated,aged_control,loaded,CP
599205,79_4.txt,4,79,1.389733,0.015203,cp,4.848409,1.827605,66.847924,0.005019,1.634717,35.980966,ribosetreated,aged_control,loaded,CP
599205,79_5.txt,5,79,1.369756,0.014005,cp,8.829292,2.356649,66.494193,0.002051,0.397938,56.055797,ribosetreated,aged_control,loaded,CP
599205,79_6.txt,6,79,1.466945,0.01363,cp,5.584305,1.75416,66.744847,0.002391,0.503567,40.807503,ribosetreated,aged_control,loaded,CP
599205,79_7.txt,7,79,1.562064,0.027186,cp,3.508306,1.78493,66.935732,0.000621,0.523158,25.208128,ribosetreated,aged_control,loaded,CP
599205,79_8.txt,8,79,1.434557,0.003011,cp,6.266477,1.598972,65.778516,0.007564,0.544181,336.645294,ribosetreated,aged_control,loaded,CP
599205,79_9.txt,9,79,1.36835,0.017091,cp,3.110887,1.633576,66.67598,0.00215,0.521913,39.876989,ribosetreated,aged_control,loaded,CP
599205,79_10.txt,10,79,1.364604,0.021326,cp,2.04832,1.157257,66.723084,0.004116,2.190535,34.438378,ribosetreated,aged_control,loaded,CP
599205,79_11.txt,11,79,1.420976,0.022299,cp,0.271409,1.880371,66.645577,0.005479,0.517815,42.861036,ribosetreated,aged_control,loaded,CP
599205,79_12.txt,12,79,1.469862,0.008983,cp,7.636274,1.831698,66.902174,0.002457,0.523157,30.144333,ribosetreated,aged_control,loaded,CP
599205,80_0.txt,0,80,1.609691,0.008615,cp,1.704523,1.603511,67.05176,0.001512,0.539014,27.508196,ribosetreated,aged_control,loaded,CP
599205,80_1.txt,1,80,1.574487,0.023,cp,183.937763,1.796845,67.316458,0.00121,0.573684,34.707546,ribosetreated,aged_control,loaded,CP
599205,80_3.txt,3,80,1.532884,0.021984,cp,3.736175,2.144667,65.913468,0.00548,0.502662,93.330647,ribosetreated,aged_control,loaded,CP
599205,80_4.txt,4,80,1.458665,0.010489,cp,180.411798,2.016696,66.969259,0.001627,0.549009,27.28917,ribosetreated,aged_control,loaded,CP
